,MEDCAUSE,COUNTY,CITY,ACC_DATE,ACCYR,MONTH,WEEKDAY,TIME,TOT_KILL,TOT_INJ,NO_PEDS,NUMVEHS,ROUTE_ID,MILEPOST,ST_FUNC,RUR_URB,V1CMPDIR,V1EVENT1,V1DIRCDE,ACCTYPE,V2CMPDIR,V2EVENT1,V2DIRCDE,SEVERITY,OBJECT1,OBJECT2,LOC_TYPE,RDSURF,LIGHT,LOC_CHAR,WKZONE,ALCFLAG,RODWYCLS,CITY_NAME,ACCESS_CONTROL,LANE_COUNT,MEDIAN_WIDTH,MEDIAN_BARRIER,ROAD_WIDTH,RIGHT_SHOULDER_WIDTH,LEFT_SHOULDER_SURFACE,LEFT_SHOULDER_WIDTH,SPECIAL_USE_LANE_ROAD_SIDE,SPEED_LIMIT,LANE_SURFACE_TYPE,TOTAL_AADT,DIVIDED_INDICATOR,SEATPOS_0,AGE_0,SEX_0,REST1_0,HELMET_0,DRASSESS_1,CONTRIB1_1,CONTRIB2_1,VEH_USE_1,DRV_ACTN_1,VEHCOND1_1,VEHCOND2_1,VEHCOND3_1,INTER_A_1,CMAXLES_1,DRAIRBAG_1,DRV_EJCT_1,SEATPOS_1,AGE_1,SEX_1,REST1_1,HELMET_1,DRASSESS_2,CONTRIB1_2,CONTRIB2_2,VEH_USE_2,DRV_ACTN_2,VEHCOND1_2,VEHCOND2_2,VEHCOND3_2,INTER_A_2,CMAXLES_2,DRAIRBAG_2,DRV_EJCT_2,SEATPOS_2,AGE_2,SEX_2,REST1_2,HELMET_2,DRASSESS_3,CONTRIB1_3,CONTRIB2_3,VEH_USE_3,DRV_ACTN_3,VEHCOND1_3,VEHCOND2_3,VEHCOND3_3,INTER_A_3,CMAXLES_3,DRAIRBAG_3,DRV_EJCT_3
3899038,No,Clallam,Port Angeles,27,2022,September,3,1600,0,ZERO,0,2,101 route increasing milepost direction,0.61,U1,Urban,NW,Change Lanes to Left,Increasing milepost,ANGLE IMPACTS_LEFT,NE,Turning Left,Entering major roadway from the left,NO APPARENT INJURY,,,At Intersection and Related,Dry,Daylight,,,0,Urban 2 Lane Roads,Port Angeles,Non Limited Access Less Restrictive,2,0,,40,0,,0,,35,Asphalt,15000,N,Motor Vehicle Driver,59.0,Male,Lap & Shoulder Used,None,None,Improper Passing,None,None,Changing Lanes,No Defects,None,None,None,None,Not Deployed,Not Ejected,Motor Vehicle Driver,70.0,Male,Lap & Shoulder Used,None,None,None,None,None,Making Left Turn,No Defects,None,None,None,None,Not Deployed,Not Ejected,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
3899168,No,Clallam,Port Angeles,10,2022,September,7,1300,0,ONE,1,1,101 route increasing milepost direction,247.11,U1,Urban,NW,Turning Right,Entering major roadway from the right,PEDESTRIAN COLLISIONS,SW,Moving Straight,Unknown or Not Applicable,MINOR INJURY,,,At Intersection and Related,Dry,Daylight,,,0,Urban 2 Lane Roads,Port Angeles,Non Limited Access Less Restrictive,2,0,,50,0,,0,,25,Asphalt,7800,N,Motor Vehicle Driver,55.0,Female,Lap & Shoulder Used,None,None,Did Not Grant R/W to Non Motorist,None,"Vanette Under 10,000 lb",Making Right Turn,No Defects,None,None,None,None,Not Deployed,Not Ejected,Pedestrian,36.0,Female,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
3899201,No,Clallam,Port Angeles,26,2022,September,2,1500,0,ZERO,0,2,101 route increasing milepost direction,0.81,U1,Urban,NW,Moving Straight,Increasing milepost,REAR END COLLISIONS,NW,Stopped in Traffic - Legally Standing,Increasing milepost,NO APPARENT INJURY,,,At Intersection and Not Related,Dry,Daylight,,,0,Urban 2 Lane Roads,Port Angeles,Non Limited Access Less Restrictive,2,0,,40,0,,0,,35,Asphalt,15000,N,Motor Vehicle Passenger,18.0,Female,Unknown,None,None,None,None,None,Going Straight Ahead,No Defects,None,None,None,None,None,None,Motor Vehicle Driver,20.0,Female,Unknown,None,None,None,None,"Vanette Under 10,000 lb",Stopped for Traffic,No Defects,None,None,None,None,Not Deployed,Not Ejected,Motor Vehicle Driver,48.0,Female,Unknown,None,None,None,None,None,None,None,None,None,None,None,None,None
3899971,No,King,Seattle,18,2022,September,1,100,0,ONE,0,1,519 route increasing milepost direction,0.05,U1,Urban,W,Moving Straight,Increasing milepost,SINGLE VEHICLE WITH OBJECT,Unknown or Not Applicable,Unknown or Not Applicable,Unknown or Not Applicable,SERIOUS INJURY,Bridge Rail - Face,Signal Pole,At Intersection and Not Related,Dry,Dark-Street Lights On,Bridge or Overpass,,0,Urban Multilane Undivided Non-Freeway,Seattle,Limited Access Fully Controlled,4,0,,52,0,,0,,30,Portland Concrete Cement,28000,N,Motor Vehicle Driver,43.0,Male,Lap & Shoulder Used,None,DRE Not Requested,Apparently Ill,None,None,Going Straight Ahead,None,None,None,None,None,Front Airbag Deployed,Not Ejected,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
3899997,No,King,Seattle,12,2022,September,2,1700,0,ZERO,0,2,519 route increasing milepost direction,0.43,U1,Urban,N,Change Lanes to Left,Increasing milepost,REAR END COLLISIONS,N,Change Lanes to Left,Increasing milepost,NO APPARENT INJURY,,,Not at Intersection and Not Related,Dry,Daylight,,,0,Urban Multilane Undivided Non-Freeway,Seattle,Non Limited Access Least Restrictive,4,0,,61,0,,0,,30,Asphalt,31000,N,Motor Vehicle Driver,35.0,Male,Lap & Shoulder Used,None,DRE Not Requested,Follow Too Closely,None,"Vanette Under 10,000 lb",Changing Lanes,No Defects,None,None,None,None,Not Deployed,Not Ejected,Motor Vehicle Driver,47.0,Male,Lap & Shoulder Used,None,DRE Not Requested,None,None,"Vanette Under 10,000 lb",Changing Lanes,No Defects,None,None,None,None,Not Deployed,Not Ejected,Motor Vehicle Passenger,32.0,Male,Lap & Shoulder Used,None,None,None,None,None,None,None,None,None,None,None,None,None
3903251,No,Chelan,Chelan,6,2022,September,3,700,0,ZERO,0,1,150 route increasing milepost direction,6.54,U2,Urban,S,Moving Straight,Increasing milepost,SINGLE VEHICLE WITH OBJECT,Unknown or Not Applicable,Unknown or Not Applicable,Unknown or Not Applicable,NO APPARENT INJURY,Fence,Fence,Not at Intersection and Not Related,Dry,Daylight,,,0,Urban 2 Lane Roads,Chelan,Non Limited Access Average Restriction,2,0,,22,6,,0,,35,Asphalt,10000,N,Motor Vehicle Driver,59.0,Male,Lap & Shoulder Used,None,None,Apparently Asleep or Fatigued,Apparently Ill,None,Going Straight Ahead,No Defects,None,None,None,None,Not Deployed,Not Ejected,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
3903912,No,Pacific,Long Beach,29,2022,September,5,1300,0,ZERO,0,2,103 route increasing milepost direction,2.9,R3,Rural,S,Moving Straight,Decreasing milepost,REAR END COLLISIONS,S,Moving Straight,Decreasing milepost,NO APPARENT INJURY,,,Not at Intersection and Not Related,Dry,Daylight,,,0,Rural 2 Lane Roads,Long Beach,Non Limited Access Least Restrictive,2,0,,24,3,,0,,35,Bituminous,6800,N,Motor Vehicle Driver,58.0,Female,Lap & Shoulder Used,None,DRE Not Requested,Follow Too Closely,Operating Recklessly or Aggressively,"Vanette Under 10,000 lb",Going Straight Ahead,No Defects,None,None,None,None,Not Deployed,Not Ejected,Motor Vehicle Driver,34.0,Female,Lap & Shoulder Used,None,DRE Not Requested,None,None,Trailer - Utility,Slowing,No Defects,None,None,None,None,Not Deployed,Not Ejected,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
3906293,No,King,Seattle,22,2022,September,5,1200,0,ZERO,0,2,522 route increasing milepost direction,4.06,U1,Urban,N,Moving Straight,Increasing milepost,SIDESWIPES_RIGHT,N,Moving Straight,Increasing milepost,NO APPARENT INJURY,,,Not at Intersection and Not Related,Dry,Daylight,,,0,Urban Multilane Undivided Non-Freeway,Seattle,Non Limited Access Less Restrictive,4,0,,48,0,,0,R,35,Asphalt,35000,N,Motor Vehicle Driver,64.0,Male,Unknown,None,None,None,None,None,Going Straight Ahead,No Defects,None,None,None,None,Not Deployed,Not Ejected,Motor Vehicle Driver,46.0,Female,Unknown,None,None,None,None,"Vanette Under 10,000 lb",Going Straight Ahead,No Defects,None,None,None,None,Not Deployed,Not Ejected,Motor Vehicle Passenger,19.0,Female,Unknown,None,None,None,None,None,None,None,None,None,None,None,None,None
3907551,No,Clallam,Port Angeles,26,2022,September,2,1700,0,ZERO,0,2,101 route increasing milepost direction,247.99,U1,Urban,SE,Moving Straight,Increasing milepost,SIDESWIPES_RIGHT,SE,Parked,Increasing milepost,NO APPARENT INJURY,,,Not at Intersection and Not Related,Dry,Daylight,,,0,Urban 2 Lane Roads,Port Angeles,Non Limited Access Less Restrictive,2,0,,52,0,,0,,35,Asphalt,13000,N,Motor Vehicle Driver,None,None,Unknown,None,None,Unknown Distraction,None,None,Going Straight Ahead,No Defects,None,None,None,None,None,None,Motor Vehicle Driver,None,None,None,None,None,None,None,"Vanette Under 10,000 lb","Legally Parked, Unoccupied",No Defects,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
3912138,No,King,Seattle,10,2022,September,7,0,0,ZERO,0,2,005 route increasing milepost direction,0.15,U1,Urban,W,Moving Straight,Increasing milepost,REAR END COLLISIONS,W,Moving Straight,Increasing milepost,NO APPARENT INJURY,,,Not at Intersection and Not Related,Dry,Dark-Street Lights On,Bridge or Overpass,,1,Other,Seattle,,2,0,,30,0,,0,,0,Portland Concrete Cement,0,N,Motor Vehicle Driver,34.0,Male,Lap & Shoulder Used,None,None,Under Influence of Alcohol,Distractions Outside Vehicle,"Vanette Under 10,000 lb",Going Straight Ahead,No Defects,None,None,None,None,Not Deployed,Not Ejected,Motor Vehicle Driver,25.0,Male,Lap & Shoulder Used,None,None,None,None,None,Slowing,No Defects,None,None,None,None,Not Deployed,Not Ejected,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
3912235,No,King,Seattle,1,2022,September,5,1500,0,ONE,1,1,090 route increasing milepost direction,0.23,U1,Urban,E,Turning Right,Entering major roadway from the left,PEDESTRIAN COLLISIONS,Unknown or Not Applicable,Moving Straight,Unknown or Not Applicable,SERIOUS INJURY,,,At Intersection and Related,Dry,Daylight,,,0,Other,Seattle,,4,0,,49,0,,0,R,0,Asphalt,0,N,Motor Vehicle Driver,70.0,Male,Lap & Shoulder Used,None,None,Did Not Grant R/W to Non Motorist,None,"Vanette Under 10,000 lb",Making Right Turn,No Defects,None,None,None,None,Not Deployed,Not Ejected,Pedestrian,71.0,Male,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
EC79539,No,Spokane,,1,2022,September,5,300,0,ZERO,0,2,090 route increasing milepost direction,0.22,U5,Urban,E,Moving Straight,"Wrong Way on Ramp, Collector Road or One Way Street",SIDESWIPES_LEFT,W,Moving Straight,Increasing milepost,NO APPARENT INJURY,,,Roundabout Related but not at Roundabout,Dry,Dark-No Street Lights,,,0,Urban Freeways Less than 4 Lanes,,,1,0,,13,8,Asphalt,2,,0,Asphalt,0,N,Motor Vehicle Driver,43.0,Female,Lap & Shoulder Used,None,None,Other Distractions,None,None,Going Wrong Way on Ramp,No Defects,None,None,None,None,Not Deployed,Not Ejected,Motor Vehicle Driver,38.0,Male,Lap & Shoulder Used,None,None,None,None,"Vanette Under 10,000 lb",Going Straight Ahead,No Defects,None,None,None,None,Not Deployed,Not Ejected,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
EC79574,No,Clark,Battle Ground,1,2022,September,5,700,0,ZERO,0,2,503 route increasing milepost direction,6.13,U1,Urban,S,Moving Straight,Decreasing milepost,REAR END COLLISIONS,S,Moving Straight,Decreasing milepost,NO APPARENT INJURY,,,Not at Intersection and Not Related,Dry,Daylight,,,0,Urban Freeways,Battle Ground,Limited Access Partially Controlled,4,10,JERSEY TYPE BARRIER,44,8,,0,,55,Asphalt,27000,Y,Motor Vehicle Driver,47.0,Female,Lap & Shoulder Used,Helmet Not Used,None,Follow Too Closely,None,None,Going Straight Ahead,No Defects,None,None,None,None,Not Airbag Equipped,Not Ejected,Motor Vehicle Driver,53.0,Male,Lap & Shoulder Used,Helmet Not Used,None,None,None,"Vanette Under 10,000 lb",Going Straight Ahead,No Defects,None,None,None,None,Not Deployed,Not Ejected,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
EC79579,No,King,Kent,1,2022,September,5,900,0,ZERO,0,2,515 route increasing milepost direction,1.03,U2,Urban,S,Change Lanes to Left,Decreasing milepost,SIDESWIPES_RIGHT,S,Moving Straight,Decreasing milepost,NO APPARENT INJURY,,,Not at Intersection and Not Related,Dry,Daylight,,,0,Urban Multilane Undivided Non-Freeway,Kent,Non Limited Access Least Restrictive,4,0,,57,0,,0,,35,Asphalt,26000,N,Motor Vehicle Driver,83.0,Female,Lap & Shoulder Used,Other,None,Improper Turn/Merge,None,None,Changing Lanes,No Defects,None,None,None,None,Not Deployed,Not Ejected,Motor Vehicle Driver,68.0,Male,Lap & Shoulder Used,None,None,None,None,"Vanette Under 10,000 lb",Going Straight Ahead,No Defects,None,None,None,None,Not Deployed,Not Ejected,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
EC79622,No,Pierce,Puyallup,1,2022,September,5,1400,0,ZERO,0,2,167 route increasing milepost direction,6.48,U1,Urban,E,Moving Straight,Entering major roadway from the left,REAR END COLLISIONS,E,Stopped in Traffic - Legally Standing,Entering major roadway from the left,NO APPARENT INJURY,,,At Intersection and Related,Dry,Daylight,,,0,Urban Multilane Divided Non-Freeway,Puyallup,Non Limited Access Average Restriction,4,12,CURB,52,10,,0,,30,Asphalt,35000,Y,Motor Vehicle Driver,29.0,Male,Lap & Shoulder Used,Helmet Not Used,DRE Not Requested,Follow Too Closely,None,None,Going Straight Ahead,No Defects,None,None,None,None,Not Deployed,Not Ejected,Motor Vehicle Passenger,11.0,Male,Lap & Shoulder Used,Helmet Not Used,None,None,None,"Vanette Under 10,000 lb",Stopped for Traffic,No Defects,None,None,None,None,None,None,Motor Vehicle Passenger,13.0,Male,Lap & Shoulder Used,Helmet Not Used,None,None,None,None,None,None,None,None,None,None,None,None
EC79647,No,Benton,Kennewick,1,2022,September,5,1500,0,ZERO,0,3,395 route increasing milepost direction,24.24,U1,Urban,W,Moving Straight,Decreasing milepost,REAR END COLLISIONS,W,Moving Straight,Decreasing milepost,NO APPARENT INJURY,,,Not at Intersection and Not Related,Dry,Daylight,,,0,Urban Freeways,Kennewick,Limited Access Partially Controlled,4,16,JERSEY TYPE BARRIER,52,0,,0,,45,Asphalt,36000,Y,Motor Vehicle Driver,30.0,Male,Lap & Shoulder Used,None,DRE Not Requested,Follow Too Closely,None,None,Going Straight Ahead,No Defects,None,None,None,None,Combination of Airbag Deployed,Not Ejected,Motor Vehicle Driver,20.0,Female,Lap & Shoulder Used,None,DRE Not Requested,None,None,None,Slowing,No Defects,None,None,None,None,Not Deployed,Not Ejected,Motor Vehicle Driver,65.0,Female,Lap & Shoulder Used,None,DRE Not Requested,None,None,None,Slowing,No Defects,None,None,None,None,Not Deployed,Not Ejected
EC79666,No,Franklin,,1,2022,September,5,0,0,ZERO,0,1,395 route increasing milepost direction,53.76,R1,Rural,SW,Moving Straight,Decreasing milepost,ANIMAL COLLISIONS,Unknown or Not Applicable,Unknown or Not Applicable,Unknown or Not Applicable,NO APPARENT INJURY,,,Not at Intersection and Not Related,Dry,Dark-No Street Lights,,,0,Rural Freeways,,Limited Access Fully Controlled,4,75,DEPRESSED,48,10,Asphalt,4,,70,Portland Concrete Cement,11000,Y,Motor Vehicle Driver,18.0,Female,Lap & Shoulder Used,None,DRE Not Requested,None,None,None,Going Straight Ahead,No Defects,None,None,None,None,Not Deployed,Not Ejected,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
EC79667,No,Benton,,1,2022,September,5,0,0,ZERO,0,1,225 route increasing milepost direction,8.01,R3,Rural,SW,Moving Straight,Decreasing milepost,ANIMAL COLLISIONS,Unknown or Not Applicable,Unknown or Not Applicable,Unknown or Not Applicable,NO APPARENT INJURY,,,Not at Intersection and Not Related,Dry,Dark-No Street Lights,,,0,Rural 2 Lane Roads,,Non Limited Access More Than Average Restriction,2,0,,20,2,,0,,50,Bituminous,1700,N,Motor Vehicle Driver,37.0,Male,Lap & Shoulder Used,None,DRE Not Requested,None,None,"Vanette Under 10,000 lb",Going Straight Ahead,No Defects,None,None,None,None,Front Airbag Deployed,Not Ejected,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
