,MEDCAUSE,COUNTY,CITY,ACC_DATE,ACCYR,MONTH,WEEKDAY,TIME,TOT_KILL,TOT_INJ,NO_PEDS,NUMVEHS,ROUTE_ID,MILEPOST,ST_FUNC,RUR_URB,V1CMPDIR,V1EVENT1,V1DIRCDE,ACCTYPE,V2CMPDIR,V2EVENT1,V2DIRCDE,SEVERITY,OBJECT1,OBJECT2,LOC_TYPE,RDSURF,LIGHT,LOC_CHAR,WKZONE,ALCFLAG,RODWYCLS,CITY_NAME,ACCESS_CONTROL,LANE_COUNT,MEDIAN_WIDTH,MEDIAN_BARRIER,ROAD_WIDTH,RIGHT_SHOULDER_WIDTH,LEFT_SHOULDER_SURFACE,LEFT_SHOULDER_WIDTH,SPECIAL_USE_LANE_ROAD_SIDE,SPEED_LIMIT,LANE_SURFACE_TYPE,TOTAL_AADT,DIVIDED_INDICATOR,SEATPOS_0,AGE_0,SEX_0,REST1_0,HELMET_0,DRASSESS_1,CONTRIB1_1,CONTRIB2_1,VEH_USE_1,DRV_ACTN_1,VEHCOND1_1,VEHCOND2_1,VEHCOND3_1,INTER_A_1,CMAXLES_1,DRAIRBAG_1,DRV_EJCT_1,SEATPOS_1,AGE_1,SEX_1,REST1_1,HELMET_1,DRASSESS_2,CONTRIB1_2,CONTRIB2_2,VEH_USE_2,DRV_ACTN_2,VEHCOND1_2,VEHCOND2_2,VEHCOND3_2,INTER_A_2,CMAXLES_2,DRAIRBAG_2,DRV_EJCT_2,SEATPOS_2,AGE_2,SEX_2,REST1_2,HELMET_2,DRASSESS_3,CONTRIB1_3,CONTRIB2_3,VEH_USE_3,DRV_ACTN_3,VEHCOND1_3,VEHCOND2_3,VEHCOND3_3,INTER_A_3,CMAXLES_3,DRAIRBAG_3,DRV_EJCT_3
3899188,No,Clallam,Port Angeles,4,2022,May,4,1400,0,ZERO,0,2,101 route increasing milepost direction,243.87,U1,Urban,E,Moving Straight,Increasing milepost,REAR END COLLISIONS,E,Stopped in Traffic - Legally Standing,Increasing milepost,NO APPARENT INJURY,,,Not at Intersection and Not Related,Dry,Daylight,,,0,Urban 2 Lane Roads,Port Angeles,Non Limited Access More Than Average Restriction,2,0,,24,7,,0,,50,Asphalt,12000,N,Motor Vehicle Driver,16.0,Female,Lap & Shoulder Used,None,None,Unknown Distraction,None,"Vanette Under 10,000 lb",Going Straight Ahead,No Defects,None,None,None,None,Combination of Airbag Deployed,Not Ejected,Motor Vehicle Driver,64.0,Male,Lap & Shoulder Used,None,None,None,None,None,Stopped for Traffic,No Defects,None,None,None,None,Combination of Airbag Deployed,Not Ejected,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
3899191,No,Clallam,Port Angeles,7,2022,May,7,1500,0,ZERO,0,2,101 route increasing milepost direction,245.37,U1,Urban,E,Turning Left,Increasing milepost,ANGLE IMPACTS_LEFT,W,Moving Straight,Decreasing milepost,NO APPARENT INJURY,,,At Intersection and Related,Dry,Daylight,,,0,Urban 2 Lane Roads,Port Angeles,Non Limited Access More Than Average Restriction,2,0,,24,4,,0,C,45,Asphalt,14000,N,Motor Vehicle Passenger,40.0,Female,Lap & Shoulder Used,None,None,None,None,None,Making Left Turn,No Defects,None,None,None,None,None,None,Motor Vehicle Driver,50.0,Male,Lap & Shoulder Used,None,None,None,None,None,Going Straight Ahead,No Defects,None,None,None,None,Not Deployed,Not Ejected,Motor Vehicle Driver,19.0,Male,Lap & Shoulder Used,None,None,None,None,None,None,None,None,None,None,None,None,None
3899192,No,Clallam,,14,2022,May,7,1000,0,ZERO,0,2,101 route increasing milepost direction,245.98,U1,Urban,E,Moving Straight,Increasing milepost,REAR END COLLISIONS,E,Stopped in Traffic - Legally Standing,Increasing milepost,NO APPARENT INJURY,,,Not at Intersection and Not Related,Dry,Daylight,,,0,Urban 2 Lane Roads,,Non Limited Access More Than Average Restriction,2,0,,24,7,,0,,45,Asphalt,11000,N,Motor Vehicle Driver,42.0,Male,Lap & Shoulder Used,None,None,Unknown Distraction,None,None,Going Straight Ahead,No Defects,None,None,None,None,Not Deployed,Not Ejected,Motor Vehicle Driver,31.0,Male,Lap & Shoulder Used,None,None,None,None,None,Stopped for Traffic,No Defects,None,None,None,None,Not Deployed,Not Ejected,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
3903308,No,Chelan,Chelan,22,2022,May,1,0,0,ZERO,0,1,150 route increasing milepost direction,5.64,U2,Urban,W,Moving Straight,Decreasing milepost,ANIMAL COLLISIONS,Unknown or Not Applicable,Unknown or Not Applicable,Unknown or Not Applicable,NO APPARENT INJURY,,,Not at Intersection and Not Related,Dry,Dark-Street Lights Off,,,0,Urban 2 Lane Roads,Chelan,Non Limited Access Average Restriction,2,0,,22,6,,0,,45,Asphalt,8400,N,Motor Vehicle Driver,21.0,Female,Lap & Shoulder Used,None,DRE Not Requested,None,None,None,Going Straight Ahead,No Defects,None,None,None,None,Not Deployed,Not Ejected,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
3903909,No,Pacific,Long Beach,28,2022,May,7,1800,0,ZERO,0,2,103 route increasing milepost direction,0.7000000000000001,R3,Rural,W,Turning Left,Entering major roadway from the right,FRONT END COLLISIONS,N,Moving Straight,Increasing milepost,NO APPARENT INJURY,,,At Intersection and Related,Wet,Daylight,,,0,Rural 2 Lane Roads,Long Beach,Non Limited Access Least Restrictive,2,0,,32,0,,0,,35,Asphalt,8300,N,Motor Vehicle Passenger,None,Female,No Restraints Used,None,None,None,None,None,Making Left Turn,No Defects,None,None,None,None,None,None,Motor Vehicle Driver,38.0,Male,Unknown,Helmet Used,None,None,None,None,Going Straight Ahead,No Defects,None,None,None,None,Not Deployed,Not Ejected,Motor Vehicle Driver,18.0,Female,Lap & Shoulder Used,None,None,None,None,None,None,None,None,None,None,None,None,None
3914901,No,Whatcom,Bellingham,15,2022,May,1,1300,0,ZERO,0,3,539 route increasing milepost direction,1.23,U1,Urban,N,Stopped in Traffic - Legally Standing,Increasing milepost,REAR END COLLISIONS,N,Stopped in Traffic - Legally Standing,Increasing milepost,NO APPARENT INJURY,,,Intersection Related but Not at Intersection,Dry,Daylight,,,0,Urban Multilane Undivided Non-Freeway,Bellingham,Non Limited Access Average Restriction,4,0,,69,0,,0,,50,Asphalt,30000,N,Motor Vehicle Driver,20.0,Male,Lap & Shoulder Used,None,None,None,None,None,Stopped for Traffic,No Defects,None,None,None,None,Not Deployed,Not Ejected,Motor Vehicle Driver,49.0,Female,Lap & Shoulder Used,None,None,None,None,"Vanette Under 10,000 lb",Stopped at Signal or Stop Sign,No Defects,None,None,None,None,Not Deployed,Not Ejected,Motor Vehicle Driver,None,Male,Unknown,None,None,None,None,None,Going Straight Ahead,None,None,None,None,None,None,None
EC42007,No,Yakima,Selah,1,2022,May,1,1000,0,ZERO,0,2,823 route increasing milepost direction,3.18,U2,Urban,N,Turning Left,Increasing milepost,ANGLE IMPACTS_LEFT,S,Moving Straight,Decreasing milepost,NO APPARENT INJURY,,,At Intersection and Related,Dry,Daylight,,,0,Urban Multilane Undivided Non-Freeway,Selah,Non Limited Access Least Restrictive,4,0,,60,0,,0,,35,Asphalt,14000,N,Motor Vehicle Driver,21.0,Male,Shoulder Belt Used,None,DRE Not Requested,Improper Turn/Merge,None,None,Making Left Turn,No Defects,None,None,None,None,Combination of Airbag Deployed,Not Ejected,Motor Vehicle Driver,58.0,Male,Shoulder Belt Used,None,DRE Not Requested,None,None,"Vanette Under 10,000 lb",Going Straight Ahead,No Defects,None,None,None,None,Combination of Airbag Deployed,Not Ejected,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
EC42083,No,King,Enumclaw,1,2022,May,1,1200,0,ONE,0,2,410 route increasing milepost direction,15.3,U1,Urban,S,Moving Straight,Entering major roadway from the left,REAR END COLLISIONS,S,Stopped in Traffic - Legally Standing,Entering major roadway from the left,POSSIBLE INJURY,,,At Intersection and Related,Dry,Daylight,,,0,Urban 2 Lane Roads,Enumclaw,Non Limited Access Less Restrictive,2,0,,24,8,,0,,40,Asphalt,14000,N,Motor Vehicle Driver,84.0,Male,Lap & Shoulder Used,Helmet Not Used,DRE Not Requested,Other Distractions,None,None,Going Straight Ahead,No Defects,None,None,None,None,Not Deployed,Not Ejected,Motor Vehicle Passenger,62.0,Male,Lap & Shoulder Used,Helmet Not Used,None,None,None,"Vanette Under 10,000 lb",Stopped at Signal or Stop Sign,No Defects,None,None,None,None,None,None,Motor Vehicle Driver,61.0,Female,Lap & Shoulder Used,Helmet Not Used,None,None,None,None,None,None,None,None,None,None,None,None
EC42084,No,Spokane,Spokane,1,2022,May,1,2300,0,ZERO,0,2,002 route increasing milepost direction,0.24,U1,Urban,E,Moving Straight,Entering major roadway from the right,ANGLE IMPACTS_LEFT,S,Moving Straight,Increasing milepost,NO APPARENT INJURY,,,At Intersection and Related,Dry,Dark-Street Lights On,,,0,Urban Multilane Undivided Non-Freeway,Spokane,Non Limited Access Least Restrictive,4,0,,60,0,,0,,30,Asphalt,23000,N,Motor Vehicle Driver,None,None,Unknown,Other,None,Disregard Traffic Sign and Signals,None,None,Going Straight Ahead,No Defects,None,None,None,None,Unknown,Unknown if Ejected,Motor Vehicle Driver,16.0,Male,Lap & Shoulder Used,None,DRE Not Requested,None,None,"Vanette Under 10,000 lb",Going Straight Ahead,No Defects,None,None,None,None,Not Deployed,Not Ejected,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
EC42100,No,Pierce,,1,2022,May,1,1600,0,ZERO,0,1,512 route increasing milepost direction,0.72,U1,Urban,SE,Moving Straight,Increasing milepost,OTHER,Unknown or Not Applicable,Unknown or Not Applicable,Unknown or Not Applicable,NO APPARENT INJURY,,Other Objects,Not at Intersection and Not Related,Dry,Daylight,,,0,Urban Freeways,,Limited Access Fully Controlled,6,16,JERSEY TYPE BARRIER,72,10,,0,,60,Asphalt,107000,Y,Motor Vehicle Driver,46.0,Female,Lap & Shoulder Used,None,None,None,None,"Vanette Under 10,000 lb",Going Straight Ahead,No Defects,None,None,None,None,Not Deployed,Not Ejected,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
EC42101,No,Pierce,Sumner,2,2022,May,2,100,0,ONE,0,1,167 route increasing milepost direction,10.38,U1,Urban,S,Moving Straight,Decreasing milepost,OVERTURN,Unknown or Not Applicable,Unknown or Not Applicable,Unknown or Not Applicable,MINOR INJURY,,Roadway Ditch,At Intersection and Not Related,Wet,Dark-No Street Lights,,,1,Urban Freeways,Sumner,Limited Access Fully Controlled,4,84,CABLE,48,10,Asphalt,10,,60,Asphalt,90000,Y,Motor Vehicle Driver,34.0,Female,Lap & Shoulder Used,None,DRE Not Requested,Under Influence of Alcohol,None,"Vanette Under 10,000 lb",Going Straight Ahead,No Defects,None,None,None,None,Combination of Airbag Deployed,Not Ejected,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
EC42111,No,Benton,Kennewick,1,2022,May,1,900,0,ZERO,0,2,395 route increasing milepost direction,21.69,U1,Urban,NW,Turning Right,Entering major roadway from the right,REAR END COLLISIONS,NE,Moving Straight,Increasing milepost,NO APPARENT INJURY,,,At Intersection and Related,Dry,Daylight,,,0,Urban Freeways,Kennewick,Limited Access Partially Controlled,4,16,UNPROTECTED,48,10,,0,,50,Portland Concrete Cement,21000,Y,Motor Vehicle Driver,20.0,Male,Lap & Shoulder Used,None,DRE Not Requested,Did Not Grant RW to Vehicle,None,None,Making Right Turn,No Defects,None,None,None,None,Not Deployed,Not Ejected,Motor Vehicle Passenger,6.0,Male,Child Restraint Forward Facing,None,None,None,None,Trailer - Utility,Going Straight Ahead,No Defects,None,None,None,None,None,None,Motor Vehicle Driver,37.0,Male,Lap & Shoulder Used,None,None,None,None,None,None,None,None,None,None,None,None,None
EC42120,No,Grays Harbor,Aberdeen,1,2022,May,1,1500,0,ZERO,0,2,101 route increasing milepost direction,84.12,U1,Urban,W,Moving Straight,Entering major roadway from the right,ANGLE IMPACTS_RIGHT,N,Moving Straight,Increasing milepost,NO APPARENT INJURY,,,At Intersection and Related,Dry,Daylight,,,0,Urban 2 Lane Roads,Aberdeen,Non Limited Access Less Restrictive,2,0,,40,0,,0,,30,Asphalt,9700,N,Motor Vehicle Driver,18.0,Female,Lap & Shoulder Used,None,None,Disregard Traffic Sign and Signals,None,None,Starting in Traffic Lane,No Defects,None,None,None,None,Not Deployed,Not Ejected,Motor Vehicle Driver,51.0,Male,Lap & Shoulder Used,None,None,None,None,None,Going Straight Ahead,No Defects,None,None,None,None,Not Deployed,Not Ejected,Motor Vehicle Passenger,48.0,Female,Lap & Shoulder Used,None,None,None,None,None,None,None,None,None,None,None,None,None
EC42139,No,Kitsap,,1,2022,May,1,1100,0,ZERO,0,2,303 route increasing milepost direction,3.56,U1,Urban,S,Moving Straight,Decreasing milepost,REAR END COLLISIONS,S,Moving Straight,Decreasing milepost,NO APPARENT INJURY,,,Not at Intersection and Not Related,Dry,Daylight,,,0,Urban Multilane Undivided Non-Freeway,,Limited Access Modified Controlled,4,0,,56,0,,0,C,40,Asphalt,35000,N,Motor Vehicle Driver,24.0,Female,Lap & Shoulder Used,None,DRE Not Requested,Follow Too Closely,None,None,Going Straight Ahead,No Defects,None,None,None,None,Not Deployed,Not Ejected,Motor Vehicle Passenger,25.0,Female,Lap & Shoulder Used,None,DRE Not Requested,Other Contributing Circ Not Listed,None,None,Slowing,No Defects,None,None,None,None,Not Deployed,Not Ejected,Motor Vehicle Driver,40.0,Female,Lap & Shoulder Used,None,None,None,None,None,None,None,None,None,None,None,None,None
EC42199,No,Spokane,Spokane Valley,2,2022,May,2,600,0,ZERO,0,2,090 route increasing milepost direction,0.15,U1,Urban,S,Turning Right,Entering major roadway from the right,ANGLE IMPACTS_LEFT,W,Turning Right,Increasing milepost,NO APPARENT INJURY,,,At Intersection and Related,Dry,Daylight,,,0,Other,Spokane Valley,,4,16,CURB,82,0,,0,,0,Asphalt,0,Y,Motor Vehicle Driver,48.0,Male,Lap & Shoulder Used,None,None,None,None,None,Going Straight Ahead,No Defects,None,None,None,None,Not Deployed,Not Ejected,Motor Vehicle Driver,62.0,Male,Lap & Shoulder Used,None,None,None,None,None,Going Straight Ahead,No Defects,None,None,None,None,Front Airbag Deployed,Not Ejected,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
