,MEDCAUSE,COUNTY,CITY,ACC_DATE,ACCYR,MONTH,WEEKDAY,TIME,TOT_KILL,TOT_INJ,NO_PEDS,NUMVEHS,ROUTE_ID,MILEPOST,ST_FUNC,RUR_URB,V1CMPDIR,V1EVENT1,V1DIRCDE,ACCTYPE,V2CMPDIR,V2EVENT1,V2DIRCDE,SEVERITY,OBJECT1,OBJECT2,LOC_TYPE,RDSURF,LIGHT,LOC_CHAR,WKZONE,ALCFLAG,RODWYCLS,CITY_NAME,ACCESS_CONTROL,LANE_COUNT,MEDIAN_WIDTH,MEDIAN_BARRIER,ROAD_WIDTH,RIGHT_SHOULDER_WIDTH,LEFT_SHOULDER_SURFACE,LEFT_SHOULDER_WIDTH,SPECIAL_USE_LANE_ROAD_SIDE,SPEED_LIMIT,LANE_SURFACE_TYPE,TOTAL_AADT,DIVIDED_INDICATOR,SEATPOS_0,AGE_0,SEX_0,REST1_0,HELMET_0,DRASSESS_1,CONTRIB1_1,CONTRIB2_1,VEH_USE_1,DRV_ACTN_1,VEHCOND1_1,VEHCOND2_1,VEHCOND3_1,INTER_A_1,CMAXLES_1,DRAIRBAG_1,DRV_EJCT_1,SEATPOS_1,AGE_1,SEX_1,REST1_1,HELMET_1,DRASSESS_2,CONTRIB1_2,CONTRIB2_2,VEH_USE_2,DRV_ACTN_2,VEHCOND1_2,VEHCOND2_2,VEHCOND3_2,INTER_A_2,CMAXLES_2,DRAIRBAG_2,DRV_EJCT_2,SEATPOS_2,AGE_2,SEX_2,REST1_2,HELMET_2,DRASSESS_3,CONTRIB1_3,CONTRIB2_3,VEH_USE_3,DRV_ACTN_3,VEHCOND1_3,VEHCOND2_3,VEHCOND3_3,INTER_A_3,CMAXLES_3,DRAIRBAG_3,DRV_EJCT_3
3894873,No,King,Seattle,17,2022,November,5,1700,0,ONE,0,2,522 route increasing milepost direction,3.97,U1,Urban,N,Moving Straight,Increasing milepost,REAR END COLLISIONS,N,Stopped in Traffic - Legally Standing,Increasing milepost,MINOR INJURY,,,Not at Intersection and Not Related,Dry,Dark-Street Lights On,,,0,Urban Multilane Undivided Non-Freeway,Seattle,Non Limited Access Less Restrictive,4,0,,48,0,,0,R,35,Asphalt,35000,N,Motor Vehicle Driver,38.0,Male,Lap & Shoulder Used,None,DRE Requested and Assisted,Exceeding Reas. Safe Speed,None,None,Going Straight Ahead,No Defects,None,None,None,None,Not Deployed,Not Ejected,Motor Vehicle Driver,28.0,Female,Lap & Shoulder Used,None,DRE Requested and Assisted,None,None,"Vanette Under 10,000 lb",Stopped for Traffic,No Defects,None,None,None,None,Not Deployed,Not Ejected,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
3894933,No,King,Seattle,4,2022,November,6,2200,0,ZERO,0,3,522 route increasing milepost direction,1.26,U1,Urban,N,Moving Straight,Increasing milepost,REAR END COLLISIONS,N,Moving Straight,Increasing milepost,NO APPARENT INJURY,,,Intersection Related but Not at Intersection,Wet,Dark-Street Lights On,,,1,Urban Multilane Undivided Non-Freeway,Seattle,Non Limited Access Less Restrictive,4,0,,53,0,,0,C,35,Asphalt,33000,N,Motor Vehicle Passenger,32.0,Female,Unknown,Helmet Not Used,None,None,None,None,Going Straight Ahead,No Defects,None,None,None,None,None,None,Motor Vehicle Driver,40.0,Male,Unknown,Helmet Not Used,"DRE Requested, Not Available",Follow Too Closely,None,None,Going Straight Ahead,No Defects,None,None,None,None,Unknown,Unknown if Ejected,Motor Vehicle Driver,36.0,Male,Unknown,None,DRE Not Requested,None,None,"Vanette Under 10,000 lb",Slowing,No Defects,None,None,None,None,Not Deployed,Not Ejected
3894949,No,King,Seattle,13,2022,November,1,2200,0,ZERO,0,3,522 route increasing milepost direction,3.88,U1,Urban,N,Moving Straight,Increasing milepost,REAR END COLLISIONS,N,Parked,Increasing milepost,NO APPARENT INJURY,,,Not at Intersection and Not Related,Dry,Dark-Street Lights On,,,0,Urban Multilane Undivided Non-Freeway,Seattle,Non Limited Access Less Restrictive,4,0,,60,0,,0,R,35,Asphalt,35000,N,Motor Vehicle Driver,18.0,Male,Lap & Shoulder Used,None,DRE Not Requested,Exceeding Stated Speed Limit,Improper Passing,None,Overtaking and Passing,No Defects,None,None,None,None,Front Airbag Deployed,Not Ejected,Motor Vehicle Driver,None,None,None,None,None,None,None,None,"Legally Parked, Unoccupied",No Defects,None,None,None,None,None,None,Motor Vehicle Driver,None,None,None,None,None,None,None,"Vanette Under 10,000 lb","Legally Parked, Unoccupied",No Defects,None,None,None,None,None,None
3894965,No,King,Seattle,5,2022,November,7,0,0,ZERO,0,2,522 route increasing milepost direction,3.21,U1,Urban,NE,Moving Straight,Increasing milepost,ANGLE IMPACTS_LEFT,W,Moving Straight,Entering major roadway from the right,NO APPARENT INJURY,,,At Intersection and Related,Wet,Dark-No Street Lights,,,0,Urban Multilane Divided Non-Freeway,Seattle,Non Limited Access Less Restrictive,4,10,CURB,64,0,,0,,25,Asphalt,35000,Y,Motor Vehicle Passenger,27.0,Female,Lap & Shoulder Used,Helmet Not Used,None,None,None,"Vanette Under 10,000 lb",Going Straight Ahead,No Defects,None,None,None,None,None,None,Motor Vehicle Driver,35.0,Male,Lap & Shoulder Used,Helmet Not Used,DRE Not Requested,None,None,"Vanette Under 10,000 lb",Going Straight Ahead,No Defects,None,None,None,None,Not Deployed,Not Ejected,Motor Vehicle Driver,61.0,Male,Lap & Shoulder Used,Helmet Not Used,None,None,None,None,None,None,None,None,None,None,None,None
3894966,No,King,Seattle,5,2022,November,7,2200,0,ZERO,0,2,523 route increasing milepost direction,0.21,U1,Urban,E,Change Lanes to Left,Increasing milepost,SIDESWIPES_RIGHT,E,Moving Straight,Increasing milepost,NO APPARENT INJURY,,,Not at Intersection and Not Related,Dry,Dark-Street Lights On,,,0,Urban Multilane Undivided Non-Freeway,Seattle,Non Limited Access Less Restrictive,4,0,,44,0,,0,,35,Asphalt,23000,N,Motor Vehicle Driver,42.0,Male,Lap & Shoulder Used,None,None,Other Contributing Circ Not Listed,None,"Vanette Under 10,000 lb",Changing Lanes,No Defects,None,None,None,None,Not Deployed,Not Ejected,Motor Vehicle Driver,29.0,Female,Lap & Shoulder Used,None,None,None,None,"Vanette Under 10,000 lb",Going Straight Ahead,No Defects,None,None,None,None,Not Deployed,Not Ejected,Motor Vehicle Passenger,35.0,Female,Lap & Shoulder Used,None,None,None,None,None,None,None,None,None,None,None,None,None
3894972,No,King,Seattle,17,2022,November,5,100,0,ZERO,0,1,522 route increasing milepost direction,3.99,U1,Urban,S,Moving Straight,Decreasing milepost,SINGLE VEHICLE WITH OBJECT,Unknown or Not Applicable,Unknown or Not Applicable,Unknown or Not Applicable,UNKNOWN,"Temporary Traffic Sign, Barricade or Construction Materi",,Not at Intersection and Not Related,Dry,Dark-Street Lights On,,,0,Urban Multilane Undivided Non-Freeway,Seattle,Non Limited Access Less Restrictive,4,0,,48,0,,0,R,35,Asphalt,35000,N,Motor Vehicle Driver,None,None,Unknown,None,None,Other Contributing Circ Not Listed,None,None,Going Straight Ahead,No Defects,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
3894981,No,King,Seattle,18,2022,November,6,900,0,ONE,0,4,522 route increasing milepost direction,1.34,U1,Urban,E,Turning Left,Entering major roadway from the left,ANGLE IMPACTS_LEFT,S,Moving Straight,Decreasing milepost,MINOR INJURY,,,At Intersection and Related,Dry,Daylight,,,0,Urban Multilane Undivided Non-Freeway,Seattle,Non Limited Access Less Restrictive,4,0,,53,0,,0,C,35,Asphalt,33000,N,Motor Vehicle Driver,18.0,Female,Lap & Shoulder Used,None,None,Did Not Grant RW to Vehicle,None,"Vanette Under 10,000 lb",Making Left Turn,None,None,None,None,None,Front Airbag Deployed,None,Motor Vehicle Driver,76.0,Male,Lap & Shoulder Used,None,None,None,None,None,Going Straight Ahead,None,None,None,None,None,Not Deployed,Not Ejected,Motor Vehicle Driver,None,None,None,None,None,None,None,None,"Legally Parked, Unoccupied",None,None,None,None,None,None,None
3895005,No,King,Seattle,23,2022,November,4,2200,0,ZERO,0,2,005 route increasing milepost direction,0.01,U1,Urban,W,Turning Left,Decreasing milepost,ANGLE IMPACTS_RIGHT,E,Moving Straight,Increasing milepost,NO APPARENT INJURY,,,At Intersection and Related,Dry,Dark-Street Lights On,,,0,Other,Seattle,,4,0,,49,0,,0,,0,Asphalt,0,N,Motor Vehicle Driver,25.0,Male,Lap & Shoulder Used,None,DRE Requested and Assisted,Did Not Grant RW to Vehicle,None,None,Making Left Turn,No Defects,None,None,None,None,Side Airbag Deployed,Not Ejected,Motor Vehicle Driver,30.0,Male,Lap & Shoulder Used,None,DRE Requested and Assisted,None,None,None,Going Straight Ahead,No Defects,None,None,None,None,Not Deployed,Not Ejected,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
3895006,No,King,Seattle,24,2022,November,5,1700,0,ZERO,0,2,522 route increasing milepost direction,0.91,U1,Urban,NE,Moving Straight,Increasing milepost,ANIMAL COLLISIONS,Unknown or Not Applicable,Unknown or Not Applicable,Unknown or Not Applicable,NO APPARENT INJURY,,,Not at Intersection and Not Related,Dry,Dark-Street Lights On,,,1,Urban Multilane Undivided Non-Freeway,Seattle,Non Limited Access Less Restrictive,4,0,,40,0,,0,,35,Asphalt,33000,N,Motor Vehicle Driver,26.0,Male,Lap & Shoulder Used,Helmet Not Used,DRE Not Requested,Under Influence of Alcohol,None,"Vanette Under 10,000 lb",Going Straight Ahead,No Defects,None,None,None,None,Combination of Airbag Deployed,Not Ejected,Motor Vehicle Passenger,46.0,Female,Lap & Shoulder Used,Helmet Not Used,None,None,None,"Vanette Under 10,000 lb","Legally Parked, Occupied",No Defects,None,None,None,None,None,None,Motor Vehicle Driver,46.0,Male,Unknown,None,None,None,None,None,None,None,None,None,None,None,None,None
3895008,No,King,Seattle,25,2022,November,6,2100,0,ZERO,0,2,005 route increasing milepost direction,0.18,U5,Urban,N,Moving Straight,Increasing milepost,REAR END COLLISIONS,N,Stopped in Traffic - Legally Standing,Increasing milepost,NO APPARENT INJURY,,,At Intersection and Related,Wet,Dark-Street Lights On,,,0,Urban Freeways Less than 4 Lanes,Seattle,,1,0,,12,9,,0,,0,Asphalt,0,N,Motor Vehicle Driver,None,None,Unknown,None,DRE Requested and Assisted,Exceeding Reas. Safe Speed,None,None,Going Straight Ahead,None,None,None,None,None,None,None,Motor Vehicle Passenger,37.0,Female,Lap & Shoulder Used,None,None,None,None,"Vanette Under 10,000 lb",Stopped at Signal or Stop Sign,No Defects,None,None,None,None,None,None,Motor Vehicle Driver,34.0,Male,Lap & Shoulder Used,None,None,None,None,None,None,None,None,None,None,None,None,None
3895009,No,King,Seattle,25,2022,November,6,900,0,ONE,0,2,522 route increasing milepost direction,4.17,U1,Urban,S,Change Lanes to Left,Decreasing milepost,SIDESWIPES_RIGHT,S,Moving Straight,Decreasing milepost,POSSIBLE INJURY,,,At Intersection and Not Related,Wet,Daylight,,,0,Urban Multilane Undivided Non-Freeway,Seattle,Non Limited Access Less Restrictive,4,0,,52,0,,0,R,35,Asphalt,33000,N,Motor Vehicle Driver,63.0,Male,Lap & Shoulder Used,None,None,Did Not Grant RW to Vehicle,None,None,Changing Lanes,No Defects,None,None,None,None,Not Deployed,Not Ejected,Motor Vehicle Driver,43.0,Female,Lap & Shoulder Used,None,None,None,None,None,Going Straight Ahead,No Defects,None,None,None,None,Not Deployed,Not Ejected,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
3899039,No,Clallam,,5,2022,November,7,1700,0,ZERO,0,2,101 route increasing milepost direction,246.0,U1,Urban,E,Moving Straight,Increasing milepost,REAR END COLLISIONS,E,Stopped in Traffic - Legally Standing,Increasing milepost,NO APPARENT INJURY,,,At Intersection and Related,Wet,Dusk,,,0,Urban 2 Lane Roads,,Non Limited Access More Than Average Restriction,2,0,,24,7,,0,,45,Asphalt,11000,N,Motor Vehicle Driver,40.0,Male,Lap & Shoulder Used,None,None,None,None,"Vanette Under 10,000 lb",Going Straight Ahead,No Defects,None,None,None,None,Front Airbag Deployed,Not Ejected,Motor Vehicle Driver,18.0,Female,Lap & Shoulder Used,None,None,None,None,None,Stopped for Traffic,No Defects,None,None,None,None,Not Deployed,Not Ejected,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
3899081,No,Clallam,Port Angeles,7,2022,November,2,1600,0,ZERO,0,2,101 route increasing milepost direction,248.28,U1,Urban,SW,Moving Straight,Entering major roadway from the right,REAR END COLLISIONS,SW,Stopped in Traffic - Legally Standing,Entering major roadway from the right,NO APPARENT INJURY,,,At Intersection and Related,Wet,Dark-Street Lights On,,,0,Urban 2 Lane Roads,Port Angeles,Non Limited Access Less Restrictive,2,0,,52,0,,0,,35,Asphalt,18000,N,Motor Vehicle Driver,31.0,Male,Lap & Shoulder Used,None,DRE Not Requested,Follow Too Closely,None,"Vanette Under 10,000 lb",Going Straight Ahead,No Defects,None,None,None,None,Not Deployed,Not Ejected,Motor Vehicle Driver,26.0,Male,Lap & Shoulder Used,None,DRE Not Requested,None,None,"Vanette Under 10,000 lb",Stopped at Signal or Stop Sign,No Defects,None,None,None,None,Not Deployed,Not Ejected,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
3902096,No,King,Seattle,28,2022,November,2,1800,0,ZERO,0,2,509 route increasing milepost direction,0.01,U1,Urban,SE,Moving Straight,Increasing milepost,ANGLE IMPACTS_RIGHT,NE,Moving Straight,Entering major roadway from the right,NO APPARENT INJURY,,,At Intersection and Related,Dry,Dark-Street Lights On,,,0,Urban Freeways Less than 4 Lanes,Seattle,,1,0,,28,8,Asphalt,4,,0,Asphalt,0,N,Motor Vehicle Driver,None,None,Unknown,None,None,None,None,None,Going Straight Ahead,None,None,None,None,None,None,None,Motor Vehicle Driver,60.0,Male,Unknown,None,None,None,None,None,Starting in Traffic Lane,No Defects,None,None,None,None,Not Deployed,Not Ejected,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
3902325,No,King,Seattle,19,2022,November,7,2300,0,ZERO,0,2,090 route increasing milepost direction,0.16,U1,Urban,N,Change Lanes to Right,Decreasing milepost,SIDESWIPES_LEFT,N,Moving Straight,Decreasing milepost,NO APPARENT INJURY,,,Not at Intersection and Not Related,Dry,Dark-Street Lights On,,,0,Other,Seattle,,4,0,,49,0,,0,R,0,Asphalt,0,N,Motor Vehicle Driver,None,None,Unknown,None,DRE Not Requested,Unknown Distraction,None,None,Changing Lanes,None,None,None,None,None,None,None,Motor Vehicle Driver,30.0,Male,Lap & Shoulder Used,None,DRE Not Requested,None,None,None,Going Straight Ahead,No Defects,None,None,None,None,Not Deployed,Not Ejected,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
3907558,No,Clallam,Port Angeles,5,2022,November,7,100,0,ZERO,0,1,101 route increasing milepost direction,248.49,U1,Urban,SE,Moving Straight,Increasing milepost,SINGLE VEHICLE WITH OBJECT,Unknown or Not Applicable,Unknown or Not Applicable,Unknown or Not Applicable,UNKNOWN,Street Light Pole or Base,Building,Not at Intersection and Not Related,Wet,Dark-Street Lights On,,,0,Urban 2 Lane Roads,Port Angeles,Non Limited Access Less Restrictive,2,0,,52,0,,0,,35,Asphalt,18000,N,Motor Vehicle Driver,None,None,Unknown,None,None,Unknown Distraction,None,"Vanette Under 10,000 lb",Going Straight Ahead,No Defects,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
3907559,No,Clallam,Port Angeles,7,2022,November,2,1500,0,ZERO,0,3,101 route increasing milepost direction,247.21,U1,Urban,SE,Turning Left,Entering major roadway from the left,ANGLE IMPACTS_LEFT,NE,Moving Straight,Increasing milepost,NO APPARENT INJURY,,,At Driveway,Wet,Daylight,,,0,Urban 2 Lane Roads,Port Angeles,Non Limited Access Less Restrictive,2,0,,50,0,,0,,25,Asphalt,7800,N,Motor Vehicle Driver,31.0,Male,Unknown,None,None,Did Not Grant RW to Vehicle,None,None,Making Left Turn,No Defects,None,None,None,None,Not Deployed,Not Ejected,Motor Vehicle Driver,25.0,Male,Unknown,None,None,None,None,None,Going Straight Ahead,No Defects,None,None,None,None,Combination of Airbag Deployed,Not Ejected,Motor Vehicle Driver,58.0,Male,Unknown,None,None,None,None,None,Going Straight Ahead,None,None,None,None,None,Not Deployed,Not Ejected
