,MEDCAUSE,COUNTY,CITY,ACC_DATE,ACCYR,MONTH,WEEKDAY,TIME,TOT_KILL,TOT_INJ,NO_PEDS,NUMVEHS,ROUTE_ID,MILEPOST,ST_FUNC,RUR_URB,V1CMPDIR,V1EVENT1,V1DIRCDE,ACCTYPE,V2CMPDIR,V2EVENT1,V2DIRCDE,SEVERITY,OBJECT1,OBJECT2,LOC_TYPE,RDSURF,LIGHT,LOC_CHAR,WKZONE,ALCFLAG,RODWYCLS,CITY_NAME,ACCESS_CONTROL,LANE_COUNT,MEDIAN_WIDTH,MEDIAN_BARRIER,ROAD_WIDTH,RIGHT_SHOULDER_WIDTH,LEFT_SHOULDER_SURFACE,LEFT_SHOULDER_WIDTH,SPECIAL_USE_LANE_ROAD_SIDE,SPEED_LIMIT,LANE_SURFACE_TYPE,TOTAL_AADT,DIVIDED_INDICATOR,SEATPOS_0,AGE_0,SEX_0,REST1_0,HELMET_0,DRASSESS_1,CONTRIB1_1,CONTRIB2_1,VEH_USE_1,DRV_ACTN_1,VEHCOND1_1,VEHCOND2_1,VEHCOND3_1,INTER_A_1,CMAXLES_1,DRAIRBAG_1,DRV_EJCT_1,SEATPOS_1,AGE_1,SEX_1,REST1_1,HELMET_1,DRASSESS_2,CONTRIB1_2,CONTRIB2_2,VEH_USE_2,DRV_ACTN_2,VEHCOND1_2,VEHCOND2_2,VEHCOND3_2,INTER_A_2,CMAXLES_2,DRAIRBAG_2,DRV_EJCT_2,SEATPOS_2,AGE_2,SEX_2,REST1_2,HELMET_2,DRASSESS_3,CONTRIB1_3,CONTRIB2_3,VEH_USE_3,DRV_ACTN_3,VEHCOND1_3,VEHCOND2_3,VEHCOND3_3,INTER_A_3,CMAXLES_3,DRAIRBAG_3,DRV_EJCT_3
3903733,No,Clallam,Port Angeles,6,2022,January,5,1500,0,ZERO,0,2,101 route increasing milepost direction,0.49,U1,Urban,W,Moving Straight,Increasing milepost,REAR END COLLISIONS,W,Stopped in Traffic - Legally Standing,Increasing milepost,NO APPARENT INJURY,,,Not at Intersection and Not Related,Snow/Slush,Daylight,,,0,Urban 2 Lane Roads,Port Angeles,Non Limited Access Less Restrictive,2,0,,40,0,,0,,35,Asphalt,15000,N,Motor Vehicle Driver,69.0,Female,Lap & Shoulder Used,None,None,Apparently Ill,Physically Impaired,"Vanette Under 10,000 lb",Going Straight Ahead,No Defects,None,None,None,None,Not Deployed,Not Ejected,Motor Vehicle Driver,None,None,None,None,None,None,None,"Vanette Under 10,000 lb","Legally Parked, Unoccupied",No Defects,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
3903905,No,Pacific,Long Beach,23,2022,January,1,1800,0,ZERO,0,2,103 route increasing milepost direction,1.92,R3,Rural,N,Parked,Increasing milepost,SIDESWIPES_LEFT,N,Moving Straight,Increasing milepost,NO APPARENT INJURY,,,Not at Intersection and Not Related,Dry,Dark-Street Lights On,,,0,Rural 2 Lane Roads,Long Beach,Non Limited Access Least Restrictive,2,0,,34,0,,0,,35,Asphalt,7400,N,Motor Vehicle Driver,None,None,None,None,None,None,None,None,"Legally Parked, Unoccupied",No Defects,None,None,None,None,None,None,Motor Vehicle Driver,None,None,Unknown,None,None,Unknown Distraction,None,None,Going Straight Ahead,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
3906974,No,King,Seattle,4,2022,January,3,900,0,ZERO,0,2,005 route increasing milepost direction,0.4,U1,Urban,NE,Turning Left,Entering major roadway from the left,ANGLE IMPACTS_LEFT,SE,Moving Straight,Decreasing milepost,NO APPARENT INJURY,,,At Intersection and Related,Wet,Daylight,,,0,Other,Seattle,,2,0,,30,0,,0,R,0,Asphalt,0,N,Motor Vehicle Driver,62.0,Male,Lap & Shoulder Used,None,DRE Not Requested,Distractions Outside Vehicle,None,None,Making Left Turn,No Defects,None,None,None,None,Side Airbag Deployed,Not Ejected,Motor Vehicle Passenger,62.0,Female,Lap & Shoulder Used,None,DRE Not Requested,Distractions Outside Vehicle,None,"Vanette Under 10,000 lb",Going Straight Ahead,No Defects,None,None,None,None,Not Deployed,Not Ejected,Motor Vehicle Driver,56.0,Male,Lap & Shoulder Used,None,None,None,None,None,None,None,None,None,None,None,None,None
EC07169,No,King,Federal Way,1,2022,January,7,400,0,ZERO,0,1,005 route increasing milepost direction,0.65,U5,Urban,N,Moving Straight,Increasing milepost,SINGLE VEHICLE WITH OBJECT,Unknown or Not Applicable,Unknown or Not Applicable,Unknown or Not Applicable,NO APPARENT INJURY,Earth Bank or Ledge,,At Intersection and Not Related,Dry,Dark-Street Lights On,,,1,Urban Freeways Less than 4 Lanes,Federal Way,,1,0,,12,8,,0,,0,Portland Concrete Cement,0,N,Motor Vehicle Driver,21.0,Male,Lap & Shoulder Used,None,None,Under Influence of Alcohol,None,"Vanette Under 10,000 lb",Going Straight Ahead,No Defects,None,None,None,None,Side Airbag Deployed,Not Ejected,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
EC07227,No,Spokane,Spokane,1,2022,January,7,700,0,ZERO,0,2,002 route increasing milepost direction,0.5,U1,Urban,W,Turning Left,Entering major roadway from the left,ANGLE IMPACTS_RIGHT,W,Moving Straight,Entering major roadway from the left,NO APPARENT INJURY,,,At Intersection and Related,Snow/Slush,Daylight,,,0,Urban Multilane Undivided Non-Freeway,Spokane,Non Limited Access Least Restrictive,4,0,,48,0,,0,,25,Asphalt,26000,N,Motor Vehicle Driver,24.0,Female,Lap & Shoulder Used,Helmet Not Used,DRE Not Requested,Improper Turn/Merge,None,None,Making Left Turn,No Defects,None,None,None,None,Not Deployed,Not Ejected,Motor Vehicle Passenger,30.0,Male,Lap & Shoulder Used,Helmet Not Used,DRE Not Requested,None,None,Law Enforcement Vehicle,Going Straight Ahead,No Defects,None,None,None,None,Not Deployed,Not Ejected,Motor Vehicle Driver,34.0,Male,Lap & Shoulder Used,Helmet Not Used,None,None,None,None,None,None,None,None,None,None,None,None
EC07319,No,Spokane,Spokane Valley,1,2022,January,7,200,0,ZERO,0,1,290 route increasing milepost direction,11.04,U1,Urban,W,Moving Straight,Decreasing milepost,ANIMAL COLLISIONS,Unknown or Not Applicable,Unknown or Not Applicable,Unknown or Not Applicable,NO APPARENT INJURY,,,Not at Intersection and Not Related,Ice,Dark-No Street Lights,,,0,Urban Multilane Undivided Non-Freeway,Spokane Valley,Non Limited Access More Than Average Restriction,4,0,,48,4,,0,,50,Asphalt,20000,N,Motor Vehicle Driver,64.0,Female,Lap & Shoulder Used,None,DRE Not Requested,None,None,"Vanette Under 10,000 lb",Going Straight Ahead,No Defects,None,None,None,None,Not Airbag Equipped,Not Ejected,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
EC07367,No,Benton,Kennewick,1,2022,January,7,100,1,ZERO,0,1,240 route increasing milepost direction,41.22,U1,Urban,E,Moving Straight,Increasing milepost,SINGLE VEHICLE WITH OBJECT,Unknown or Not Applicable,Unknown or Not Applicable,Unknown or Not Applicable,FATAL,Wood Sign Post,,Not at Intersection and Not Related,Ice,Dark-Street Lights On,,,1,Urban Freeways,Kennewick,Limited Access Fully Controlled,4,36,CURB,58,0,,0,,60,Portland Concrete Cement,21000,Y,Motor Vehicle Driver,26.0,Male,No Restraints Used,None,DRE Not Requested,Under Influence of Alcohol,Exceeding Reas. Safe Speed,None,Negotiating a Curve,No Defects,None,None,None,None,Combination of Airbag Deployed,Partially Ejected,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
EC07394,No,Pierce,Lakewood,1,2022,January,7,300,0,ZERO,0,1,005 route increasing milepost direction,0.09,U5,Urban,S,Moving Straight,Increasing milepost,SINGLE VEHICLE WITH OBJECT,Unknown or Not Applicable,Unknown or Not Applicable,Unknown or Not Applicable,UNKNOWN,Street Light Pole or Base,Over Embankment - No Guardrail Present,Not at Intersection and Not Related,Dry,Dark-Street Lights On,,,0,Urban Freeways Less than 4 Lanes,,,1,0,,14,8,Asphalt,5,,0,Asphalt,0,N,Motor Vehicle Driver,None,None,Unknown,Other,DRE Not Requested,Exceeding Reas. Safe Speed,None,None,Going Straight Ahead,No Defects,None,None,None,None,Unknown,Unknown if Ejected,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
EC07405,No,Snohomish,Mill Creek,1,2022,January,7,300,0,ZERO,0,1,527 route increasing milepost direction,5.4,U1,Urban,S,Moving Straight,Decreasing milepost,OFF ROAD,Unknown or Not Applicable,Unknown or Not Applicable,Unknown or Not Applicable,NO APPARENT INJURY,Roadway Ditch,Tree or Stump (stationary),Not at Intersection and Not Related,Ice,Dark-Street Lights On,,,0,Urban Multilane Divided Non-Freeway,Mill Creek,Non Limited Access Average Restriction,4,12,CURB,44,0,,0,R,40,Asphalt,27000,Y,Motor Vehicle Driver,22.0,Male,Lap & Shoulder Used,None,None,None,None,None,Going Straight Ahead,No Defects,None,None,None,None,Not Deployed,Not Ejected,Motor Vehicle Passenger,32.0,None,Lap & Shoulder Used,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
EC07411,No,Spokane,Spokane,1,2022,January,7,1800,0,ONE,0,2,002 route increasing milepost direction,0.5700000000000001,U1,Urban,S,Moving Straight,Increasing milepost,ANGLE IMPACTS_LEFT,E,Moving Straight,Entering major roadway from the right,POSSIBLE INJURY,,,At Intersection and Related,Wet,Dark-Street Lights On,,,0,Urban Multilane Undivided Non-Freeway,Spokane,Non Limited Access Least Restrictive,4,0,,60,0,,0,,25,Asphalt,32000,N,Motor Vehicle Driver,17.0,Male,Lap & Shoulder Used,Helmet Not Used,DRE Not Requested,None,None,None,Going Straight Ahead,No Defects,None,None,None,None,Not Deployed,Not Ejected,Motor Vehicle Driver,39.0,Male,Lap & Shoulder Used,Helmet Not Used,DRE Not Requested,Did Not Grant RW to Vehicle,None,"Vanette Under 10,000 lb",Going Straight Ahead,No Defects,None,None,None,None,Front Airbag Deployed,Not Ejected,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
EC07440,No,Adams,,1,2022,January,7,1100,0,ONE,0,2,090 route increasing milepost direction,0.24,R5,Rural,W,Moving Straight,Increasing milepost,SIDESWIPES_LEFT,W,Parked,Increasing milepost,POSSIBLE INJURY,,,Not at Intersection and Not Related,Ice,Daylight,Other,,0,Rural Freeways Less than 4 Lanes,,,1,0,,16,9,Asphalt,4,,0,Asphalt,0,N,Motor Vehicle Driver,54.0,Female,Lap & Shoulder Used,None,None,Exceeding Reas. Safe Speed,None,None,Going Straight Ahead,No Defects,None,None,None,None,Not Deployed,Not Ejected,Motor Vehicle Passenger,19.0,Female,Lap & Shoulder Used,None,None,None,None,Law Enforcement Vehicle,"Legally Parked, Occupied",None,None,None,None,None,Not Airbag Equipped,Not Ejected,Motor Vehicle Passenger,21.0,Male,Lap & Shoulder Used,None,None,None,None,None,None,None,None,None,None,None,None,None
EC07461,No,Grays Harbor,Hoquiam,1,2022,January,7,100,0,ZERO,0,1,109 route increasing milepost direction,0.49,U2,Urban,NE,Moving Straight,Increasing milepost,SINGLE VEHICLE WITH OBJECT,Unknown or Not Applicable,Unknown or Not Applicable,Unknown or Not Applicable,NO APPARENT INJURY,Bridge Rail - Face,Bridge Rail - Face,Not at Intersection and Not Related,Ice,Dark-No Street Lights,,,0,Urban 2 Lane Roads,Hoquiam,Limited Access Modified Controlled,2,0,,40,0,,0,,25,Portland Concrete Cement,420,N,Motor Vehicle Driver,17.0,Male,Lap & Shoulder Used,None,None,Exceeding Reas. Safe Speed,None,None,Negotiating a Curve,No Defects,None,None,None,None,Not Deployed,Not Ejected,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
EC07464,No,Spokane,Spokane,2,2022,January,1,700,0,ZERO,0,2,290 route increasing milepost direction,0.5700000000000001,U1,Urban,N,Moving Straight,Increasing milepost,REAR END COLLISIONS,N,Moving Straight,Increasing milepost,NO APPARENT INJURY,,,Not at Intersection and Not Related,Dry,Dawn,Bridge or Overpass,,0,Urban Freeways,Spokane,Limited Access Fully Controlled,4,8,JERSEY TYPE BARRIER,68,0,,0,,40,Portland Concrete Cement,35000,Y,Motor Vehicle Driver,22.0,Female,Lap & Shoulder Used,None,DRE Not Requested,None,None,"Vanette Under 10,000 lb",Going Straight Ahead,No Defects,None,None,None,None,Not Deployed,Not Ejected,Motor Vehicle Driver,38.0,Male,Lap & Shoulder Used,Other,DRE Not Requested,None,None,None,Slowing,No Defects,None,None,None,None,Not Deployed,Not Ejected,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
EC07518,No,Lewis,Centralia,1,2022,January,7,800,0,ZERO,0,3,507 route increasing milepost direction,1.25,U2,Urban,E,Moving Straight,Increasing milepost,SIDESWIPES_RIGHT,E,Parked,Decreasing milepost,NO APPARENT INJURY,,,Not at Intersection and Not Related,Ice,Daylight,,,0,Urban 2 Lane Roads,Centralia,Non Limited Access Least Restrictive,2,0,,44,0,,0,,30,Asphalt,8000,N,Motor Vehicle Driver,21.0,Male,Lap & Shoulder Used,Helmet Not Used,DRE Not Requested,Exceeding Reas. Safe Speed,None,None,Going Straight Ahead,No Defects,None,None,None,None,Front Airbag Deployed,Not Ejected,Motor Vehicle Driver,None,None,None,None,None,None,None,None,"Legally Parked, Unoccupied",None,None,None,None,None,None,None,Motor Vehicle Driver,None,None,None,None,None,None,None,None,"Legally Parked, Unoccupied",None,None,None,None,None,None,None
EC07592,No,Spokane,Spokane,2,2022,January,1,900,0,ZERO,0,2,002 route increasing milepost direction,0.5700000000000001,U1,Urban,E,Moving Straight,Entering major roadway from the right,ANGLE IMPACTS_LEFT,S,Moving Straight,Increasing milepost,NO APPARENT INJURY,,,At Intersection and Related,Ice,Daylight,,,0,Urban Multilane Undivided Non-Freeway,Spokane,Non Limited Access Least Restrictive,4,0,,60,0,,0,,25,Asphalt,32000,N,Motor Vehicle Passenger,None,Female,Unknown,Other,None,None,None,"Vanette Under 10,000 lb",Going Straight Ahead,No Defects,None,None,None,None,None,None,Motor Vehicle Driver,None,Male,Unknown,Helmet Not Used,None,None,None,None,Going Straight Ahead,No Defects,None,None,None,None,Not Deployed,Not Ejected,Motor Vehicle Driver,28.0,Female,Lap & Shoulder Used,Helmet Not Used,None,None,None,None,None,None,None,None,None,None,None,None
EC07593,No,Spokane,Spokane,2,2022,January,1,900,0,ZERO,0,2,002 route increasing milepost direction,0.24,U1,Urban,S,Moving Straight,Increasing milepost,ANGLE IMPACTS_RIGHT,W,Moving Straight,Entering major roadway from the left,NO APPARENT INJURY,,,At Intersection and Related,Wet,Daylight,,,0,Urban Multilane Undivided Non-Freeway,Spokane,Non Limited Access Least Restrictive,4,0,,60,0,,0,,30,Asphalt,23000,N,Motor Vehicle Driver,None,None,None,None,None,Disregard Traffic Sign and Signals,None,"Vanette Under 10,000 lb",Going Straight Ahead,No Defects,None,None,None,None,None,None,Motor Vehicle Driver,24.0,Female,Lap & Shoulder Used,Helmet Not Used,DRE Not Requested,None,None,"Vanette Under 10,000 lb",Starting in Traffic Lane,No Defects,None,None,None,None,Not Deployed,Not Ejected,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
EC07595,No,King,Renton,2,2022,January,1,1600,0,TWO,0,2,405 route increasing milepost direction,1.73,U5,Urban,E,Moving Straight,Increasing milepost,REAR END COLLISIONS,E,Moving Straight,Increasing milepost,MINOR INJURY,,,Not at Intersection and Not Related,Wet,Dark-Street Lights On,,,0,Urban Freeways,Renton,Limited Access Fully Controlled,5,11,JERSEY TYPE BARRIER,60,8,,0,RC,60,Asphalt,160000,Y,Motor Vehicle Driver,18.0,Female,Lap & Shoulder Used,None,DRE Not Requested,Exceeding Reas. Safe Speed,None,"Vanette Under 10,000 lb",Going Straight Ahead,No Defects,None,None,None,None,Not Deployed,Not Ejected,Motor Vehicle Passenger,28.0,Female,Lap & Shoulder Used,None,None,None,None,"Vanette Under 10,000 lb",Going Straight Ahead,No Defects,None,None,None,None,None,None,Motor Vehicle Driver,62.0,Female,Lap & Shoulder Used,None,None,None,None,None,None,None,None,None,None,None,None,None
EC07626,No,Grant,,1,2022,January,7,1700,1,ONE,0,2,243 route increasing milepost direction,12.87,R2,Rural,S,Moving Straight,Decreasing milepost,HEAD ON COLLISIONS,N,Moving Straight,Increasing milepost,FATAL,,Utility Box,Not at Intersection and Not Related,Dry,Dark-No Street Lights,,,1,Rural 2 Lane Roads,,Non Limited Access Most Restrictive,2,0,,24,6,,0,,60,Bituminous,6000,N,Motor Vehicle Driver,39.0,Male,Lap & Shoulder Used,None,DRE Not Requested,Under Influence of Alcohol,Unknown Distraction,None,Going Straight Ahead,No Defects,None,None,None,None,Front Airbag Deployed,Not Ejected,Motor Vehicle Driver,53.0,Male,Lap & Shoulder Used,None,DRE Not Requested,None,None,None,Going Straight Ahead,No Defects,None,None,None,None,Combination of Airbag Deployed,Not Ejected,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
