,MEDCAUSE,COUNTY,CITY,ACC_DATE,ACCYR,MONTH,WEEKDAY,TIME,TOT_KILL,TOT_INJ,NO_PEDS,NUMVEHS,ROUTE_ID,MILEPOST,ST_FUNC,RUR_URB,V1CMPDIR,V1EVENT1,V1DIRCDE,ACCTYPE,V2CMPDIR,V2EVENT1,V2DIRCDE,SEVERITY,OBJECT1,OBJECT2,LOC_TYPE,RDSURF,LIGHT,LOC_CHAR,WKZONE,ALCFLAG,RODWYCLS,CITY_NAME,ACCESS_CONTROL,LANE_COUNT,MEDIAN_WIDTH,MEDIAN_BARRIER,ROAD_WIDTH,RIGHT_SHOULDER_WIDTH,LEFT_SHOULDER_SURFACE,LEFT_SHOULDER_WIDTH,SPECIAL_USE_LANE_ROAD_SIDE,SPEED_LIMIT,LANE_SURFACE_TYPE,TOTAL_AADT,DIVIDED_INDICATOR,SEATPOS_0,AGE_0,SEX_0,REST1_0,HELMET_0,DRASSESS_1,CONTRIB1_1,CONTRIB2_1,VEH_USE_1,DRV_ACTN_1,VEHCOND1_1,VEHCOND2_1,VEHCOND3_1,INTER_A_1,CMAXLES_1,DRAIRBAG_1,DRV_EJCT_1,SEATPOS_1,AGE_1,SEX_1,REST1_1,HELMET_1,DRASSESS_2,CONTRIB1_2,CONTRIB2_2,VEH_USE_2,DRV_ACTN_2,VEHCOND1_2,VEHCOND2_2,VEHCOND3_2,INTER_A_2,CMAXLES_2,DRAIRBAG_2,DRV_EJCT_2,SEATPOS_2,AGE_2,SEX_2,REST1_2,HELMET_2,DRASSESS_3,CONTRIB1_3,CONTRIB2_3,VEH_USE_3,DRV_ACTN_3,VEHCOND1_3,VEHCOND2_3,VEHCOND3_3,INTER_A_3,CMAXLES_3,DRAIRBAG_3,DRV_EJCT_3
3897985,No,King,Seattle,28,2022,March,2,1700,0,ZERO,0,2,522 route increasing milepost direction,1.49,U1,Urban,NW,Moving Straight,Entering major roadway from the right,REAR END COLLISIONS,NW,Stopped in Traffic - Legally Standing,Entering major roadway from the right,NO APPARENT INJURY,,,At Intersection and Related,Dry,Daylight,,,0,Urban Multilane Undivided Non-Freeway,Seattle,Non Limited Access Less Restrictive,4,0,,65,0,,0,,35,Asphalt,33000,N,Motor Vehicle Driver,20.0,Female,Lap & Shoulder Used,None,DRE Requested and Assisted,Exceeding Reas. Safe Speed,None,None,Going Straight Ahead,No Defects,None,None,None,None,Not Deployed,Not Ejected,Motor Vehicle Driver,33.0,Male,Lap & Shoulder Used,None,DRE Requested and Assisted,None,None,None,Stopped in Roadway,No Defects,None,None,None,None,Not Deployed,Not Ejected,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
3898061,No,King,Seattle,23,2022,March,4,2100,0,ONE,0,2,513 route increasing milepost direction,2.26,U1,Urban,SE,Moving Straight,Entering major roadway from the left,ANGLE IMPACTS_RIGHT,NE,Moving Straight,Increasing milepost,POSSIBLE INJURY,,,At Intersection and Related,Dry,Dark-Street Lights On,,,0,Urban Multilane Undivided Non-Freeway,Seattle,Non Limited Access Average Restriction,4,0,,45,4,,0,C,30,Portland Concrete Cement,20000,N,Motor Vehicle Driver,43.0,Male,Unknown,None,DRE Requested and Assisted,Other Contributing Circ Not Listed,None,None,Going Straight Ahead,No Defects,None,None,None,None,Not Deployed,Not Ejected,Motor Vehicle Driver,32.0,Female,Unknown,None,None,Other Contributing Circ Not Listed,None,None,Going Straight Ahead,No Defects,None,None,None,None,Not Deployed,Not Ejected,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
3898109,No,King,Seattle,4,2022,March,6,1900,0,ZERO,0,2,522 route increasing milepost direction,3.41,U1,Urban,N,Illegally Parked in Road or Stopped in Roadway,Increasing milepost,SIDESWIPES_LEFT,N,Moving Straight,Increasing milepost,NO APPARENT INJURY,,,Not at Intersection and Not Related,Dry,Dark-Street Lights On,,,0,Urban Multilane Divided Non-Freeway,Seattle,Non Limited Access Less Restrictive,4,8,CURB,62,0,,0,,30,Asphalt,35000,Y,Motor Vehicle Driver,53.0,Male,No Restraints Used,None,DRE Requested and Assisted,Other Contributing Circ Not Listed,None,"Vanette Under 10,000 lb","Legally Parked, Occupied",No Defects,None,None,None,None,Not Deployed,Not Ejected,Motor Vehicle Driver,68.0,Male,Lap & Shoulder Used,None,DRE Requested and Assisted,None,None,None,Going Straight Ahead,No Defects,None,None,None,None,Not Deployed,Not Ejected,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
3898608,No,King,Seattle,16,2022,March,4,900,0,ZERO,0,2,005 route increasing milepost direction,0.06,U1,Urban,NE,Moving Straight,Increasing milepost,SIDESWIPES_RIGHT,NE,Change Lanes to Left,Increasing milepost,NO APPARENT INJURY,,,Not at Intersection and Not Related,Dry,Daylight,,,0,Other,Seattle,,2,0,,42,0,,0,,0,Asphalt,0,N,Motor Vehicle Driver,42.0,Male,Lap & Shoulder Used,None,None,Improper Turn/Merge,None,None,Going Straight Ahead,None,None,None,None,None,Not Deployed,Not Ejected,Motor Vehicle Driver,27.0,Female,Lap & Shoulder Used,None,None,Improper Turn/Merge,None,"Vanette Under 10,000 lb",Changing Lanes,None,None,None,None,None,Not Deployed,Not Ejected,Motor Vehicle Passenger,27.0,Male,Lap & Shoulder Used,None,None,None,None,None,None,None,None,None,None,None,None,None
3899226,No,Clallam,Port Angeles,19,2022,March,7,1400,0,ZERO,0,2,101 route increasing milepost direction,1.12,U1,Urban,NW,Turning Left,Increasing milepost,ANGLE IMPACTS_RIGHT,NW,Moving Straight,Increasing milepost,NO APPARENT INJURY,,,At Driveway,Dry,Daylight,,,0,Urban 2 Lane Roads,Port Angeles,Non Limited Access Less Restrictive,2,0,,40,0,,0,,35,Asphalt,15000,N,Motor Vehicle Driver,18.0,Male,Lap & Shoulder Used,None,None,None,None,None,Making Left Turn,No Defects,None,None,None,None,Not Deployed,Not Ejected,Motor Vehicle Driver,21.0,Female,Lap & Shoulder Used,None,None,None,None,None,Going Straight Ahead,No Defects,None,None,None,None,Not Deployed,Not Ejected,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
3903303,No,Chelan,Chelan,6,2022,March,1,1100,0,ZERO,0,2,097 route increasing milepost direction,34.46,U2,Urban,W,Turning Left,Entering major roadway from the right,ANGLE IMPACTS_RIGHT,E,Moving Straight,Entering major roadway from the left,NO APPARENT INJURY,,,At Intersection and Related,Dry,Daylight,,,0,Urban Multilane Undivided Non-Freeway,Chelan,Non Limited Access Least Restrictive,4,0,,72,0,,0,,30,Asphalt,11000,N,Motor Vehicle Passenger,63.0,Female,Lap & Shoulder Used,None,None,None,None,None,Making Left Turn,No Defects,None,None,None,None,None,None,Motor Vehicle Driver,70.0,Male,Lap & Shoulder Used,None,None,None,None,"Vanette Under 10,000 lb",Going Straight Ahead,No Defects,None,None,None,None,Unknown,Not Ejected,Motor Vehicle Driver,61.0,Female,Lap & Shoulder Used,None,None,None,None,None,None,None,None,None,None,None,None,None
3903787,No,Clallam,Port Angeles,4,2022,March,6,1500,0,ZERO,0,1,101 route increasing milepost direction,245.35,U1,Urban,E,Moving Straight,Increasing milepost,ANIMAL COLLISIONS,Unknown or Not Applicable,Unknown or Not Applicable,Unknown or Not Applicable,NO APPARENT INJURY,,,Not at Intersection and Not Related,Dry,Daylight,,,0,Urban Multilane Undivided Non-Freeway,Port Angeles,Non Limited Access More Than Average Restriction,3,0,,36,4,,0,C,45,Asphalt,14000,N,Motor Vehicle Driver,31.0,Female,Lap & Shoulder Used,None,None,None,None,None,Going Straight Ahead,No Defects,None,None,None,None,Not Deployed,Not Ejected,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
3903792,No,Clallam,Port Angeles,9,2022,March,4,1400,0,ONE,0,2,101 route increasing milepost direction,0.71,U1,Urban,SW,Moving Straight,Entering major roadway from the right,ANGLE IMPACTS_RIGHT,NW,Moving Straight,Increasing milepost,MINOR INJURY,,,At Intersection and Related,Dry,Daylight,,,0,Urban 2 Lane Roads,Port Angeles,Non Limited Access Less Restrictive,2,0,,40,0,,0,,35,Asphalt,15000,N,Motor Vehicle Driver,33.0,Female,Lap & Shoulder Used,None,None,Distractions Outside Vehicle,None,None,Going Straight Ahead,No Defects,None,None,None,None,Combination of Airbag Deployed,Not Ejected,Motor Vehicle Driver,62.0,Female,Lap & Shoulder Used,None,None,None,None,"Vanette Under 10,000 lb",Going Straight Ahead,No Defects,None,None,None,None,Not Deployed,Not Ejected,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
3903906,No,Pacific,Long Beach,6,2022,March,1,1800,0,ZERO,0,2,103 route increasing milepost direction,2.21,R3,Rural,N,Moving Straight,Increasing milepost,SIDESWIPES_LEFT,S,Moving Straight,Decreasing milepost,NO APPARENT INJURY,,,Not at Intersection and Not Related,Dry,Dark-No Street Lights,,,0,Rural 2 Lane Roads,Long Beach,Non Limited Access Least Restrictive,2,0,,34,0,,0,,35,Bituminous,7400,N,Motor Vehicle Driver,21.0,Male,Lap Belt Used,None,None,Operating Handheld Cell Phone,None,None,Going Straight Ahead,No Defects,None,None,None,None,Not Deployed,Not Ejected,Motor Vehicle Passenger,None,Male,Child Restraint Rear Facing,None,None,None,None,None,Going Straight Ahead,No Defects,None,None,None,None,None,None,Motor Vehicle Passenger,17.0,Male,Lap & Shoulder Used,None,None,None,None,None,None,None,None,None,None,None,None,None
3903907,No,Pacific,Long Beach,10,2022,March,5,800,0,ZERO,0,1,103 route increasing milepost direction,2.02,R3,Rural,S,Moving Straight,Decreasing milepost,SINGLE VEHICLE WITH OBJECT,Unknown or Not Applicable,Unknown or Not Applicable,Unknown or Not Applicable,NO APPARENT INJURY,Utility Pole,,Not at Intersection and Not Related,Dry,Daylight,,,0,Rural 2 Lane Roads,Long Beach,Non Limited Access Least Restrictive,2,0,,34,0,,0,,35,Bituminous,7400,N,Motor Vehicle Driver,49.0,Female,Lap & Shoulder Used,None,DRE Not Requested,Apparently Asleep or Fatigued,None,"Vanette Under 10,000 lb",Going Straight Ahead,No Defects,None,None,None,None,Front Airbag Deployed,Not Ejected,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
3904107,No,King,Seattle,27,2022,March,1,300,0,ONE,0,2,005 route increasing milepost direction,0.28,U5,Urban,W,Moving Straight,Increasing milepost,SIDESWIPES_RIGHT,W,Stopped in Traffic - Legally Standing,Increasing milepost,POSSIBLE INJURY,,,At Intersection and Related,Dry,Dark-Street Lights On,,,0,Urban Freeways Less than 4 Lanes,Seattle,,3,0,,36,0,Curb,0,,0,Asphalt,0,N,Motor Vehicle Driver,28.0,Male,Lap & Shoulder Used,None,None,Other Distractions,None,None,Going Straight Ahead,No Defects,None,None,None,None,Not Deployed,Not Ejected,Motor Vehicle Passenger,32.0,Male,Lap & Shoulder Used,None,None,None,None,None,Stopped at Signal or Stop Sign,No Defects,None,None,None,None,None,None,Motor Vehicle Driver,20.0,Male,Lap & Shoulder Used,None,None,None,None,None,None,None,None,None,None,None,None,None
3906334,No,King,Seattle,31,2022,March,5,1600,0,ZERO,0,2,005 route increasing milepost direction,0.11,U5,Urban,N,Moving Straight,Increasing milepost,SIDESWIPES_LEFT,NW,Turning Right,Entering major roadway from the right,NO APPARENT INJURY,,,At Intersection and Related,Dry,Daylight,,,0,Urban Freeways Less than 4 Lanes,Seattle,,1,0,,12,9,,0,,0,Asphalt,0,N,Motor Vehicle Driver,72.0,Male,Lap & Shoulder Used,None,DRE Not Requested,Did Not Grant RW to Vehicle,Disregard Traffic Sign and Signals,None,Going Straight Ahead,No Defects,None,None,None,None,Not Deployed,Not Ejected,Motor Vehicle Driver,42.0,Male,Lap & Shoulder Used,None,DRE Not Requested,None,None,None,Making Right Turn,No Defects,None,None,None,None,Not Deployed,Not Ejected,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
3907271,No,King,Seattle,7,2022,March,2,2200,0,ONE,0,1,519 route increasing milepost direction,0.23,U1,Urban,S,Moving Straight,Decreasing milepost,SINGLE VEHICLE WITH OBJECT,Unknown or Not Applicable,Unknown or Not Applicable,Unknown or Not Applicable,POSSIBLE INJURY,"Retaining Wall (concrete, rock, brick, etc.)",,Not at Intersection and Not Related,Dry,Dark-Street Lights On,Underpass or Tunnel,,1,Other,Seattle,,4,18,,48,0,Curb,0,,0,Asphalt,0,Y,Motor Vehicle Passenger,36.0,Female,Lap & Shoulder Used,None,None,None,None,"Vanette Under 10,000 lb",Going Straight Ahead,No Defects,None,None,None,None,None,None,Motor Vehicle Driver,43.0,Female,Unknown,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
EC24573,No,Benton,,1,2022,March,3,300,0,ZERO,0,1,397 route increasing milepost direction,5.3,U2,Urban,SE,Moving Straight,Increasing milepost,SINGLE VEHICLE WITH OBJECT,Unknown or Not Applicable,Unknown or Not Applicable,Unknown or Not Applicable,NO APPARENT INJURY,Earth Bank or Ledge,,Not at Intersection and Not Related,Dry,Dark-No Street Lights,,,0,Urban 2 Lane Roads,,Non Limited Access More Than Average Restriction,2,0,,24,6,,0,,60,Asphalt,2400,N,Motor Vehicle Driver,None,None,None,None,DRE Not Requested,Overcorrecting / Oversteering,None,None,Going Straight Ahead,No Defects,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
EC24588,No,Clark,Ridgefield,1,2022,March,3,800,0,ZERO,0,2,501 route increasing milepost direction,12.44,R3,Rural,N,Turning Right,Entering major roadway from the right,SIDESWIPES_LEFT,N,Turning Right,Entering major roadway from the right,NO APPARENT INJURY,,,Entering Roundabout,Wet,Daylight,,,0,Rural Multilane Divided Non-Freeway,Ridgefield,Non Limited Access Average Restriction,4,12,CURB,52,0,,0,,40,Asphalt,17000,Y,Motor Vehicle Driver,63.0,Male,Lap & Shoulder Used,None,None,Did Not Grant RW to Vehicle,None,None,Making Right Turn,No Defects,None,None,Interstate,3.0,Not Deployed,Not Ejected,Motor Vehicle Driver,58.0,Female,Lap & Shoulder Used,None,None,Did Not Grant RW to Vehicle,None,"Vanette Under 10,000 lb",Making Right Turn,No Defects,None,None,None,None,Not Deployed,Not Ejected,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
EC24590,No,Chelan,Wenatchee,1,2022,March,3,1400,0,ZERO,0,2,285 route increasing milepost direction,0.66,U1,Urban,W,Turning Left,Entering major roadway from the left,FRONT END COLLISIONS,E,Moving Straight,Entering major roadway from the right,NO APPARENT INJURY,,,At Intersection and Related,Dry,Daylight,,,0,Urban Multilane Undivided Non-Freeway,Wenatchee,Non Limited Access Least Restrictive,3,0,,48,0,,0,,30,Asphalt,14000,N,Motor Vehicle Driver,49.0,Female,Lap & Shoulder Used,None,None,Did Not Grant RW to Vehicle,None,None,Making Left Turn,No Defects,None,None,None,None,Not Deployed,Not Ejected,Motor Vehicle Driver,22.0,Male,Lap & Shoulder Used,None,None,None,None,None,Going Straight Ahead,No Defects,None,None,None,None,Not Deployed,Not Ejected,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
EC24616,No,King,Covington,1,2022,March,3,700,0,ZERO,0,2,516 route increasing milepost direction,12.35,U2,Urban,S,Turning Right,Entering major roadway from the left,REAR END COLLISIONS,W,Turning Right,Decreasing milepost,NO APPARENT INJURY,,,At Driveway within Major Intersection,Wet,Daylight,,,0,Urban Multilane Divided Non-Freeway,Covington,Non Limited Access Average Restriction,4,12,CURB,48,0,,0,,35,Asphalt,28000,Y,Motor Vehicle Driver,61.0,Male,Lap & Shoulder Used,Helmet Not Used,None,Exceeding Reas. Safe Speed,None,None,Making Right Turn,No Defects,None,None,None,None,Not Deployed,Not Ejected,Motor Vehicle Driver,31.0,Male,Lap & Shoulder Used,Helmet Not Used,None,Operating Defective Equipment,None,None,Making Right Turn,Defective Rear Lights,None,None,None,None,Not Deployed,Not Ejected,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
EC24632,No,Pierce,Edgewood,1,2022,March,3,1500,0,ZERO,0,2,161 route increasing milepost direction,32.36,U1,Urban,S,Moving Straight,Decreasing milepost,REAR END COLLISIONS,S,Stopped in Traffic - Legally Standing,Decreasing milepost,NO APPARENT INJURY,,,Intersection Related but Not at Intersection,Dry,Daylight,,,0,Urban Multilane Undivided Non-Freeway,Edgewood,Non Limited Access Average Restriction,4,0,,64,0,,0,,35,Asphalt,19000,N,Motor Vehicle Driver,42.0,Male,Lap & Shoulder Used,None,None,Operating Defective Equipment,None,None,Going Straight Ahead,Defective Brakes,None,None,None,None,Not Deployed,Not Ejected,Motor Vehicle Driver,39.0,Female,Lap & Shoulder Used,None,None,None,None,"Vanette Under 10,000 lb",Stopped for Traffic,No Defects,None,None,None,None,Not Deployed,Not Ejected,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
