,MEDCAUSE,COUNTY,CITY,ACC_DATE,ACCYR,MONTH,WEEKDAY,TIME,TOT_KILL,TOT_INJ,NO_PEDS,NUMVEHS,ROUTE_ID,MILEPOST,ST_FUNC,RUR_URB,V1CMPDIR,V1EVENT1,V1DIRCDE,ACCTYPE,V2CMPDIR,V2EVENT1,V2DIRCDE,SEVERITY,OBJECT1,OBJECT2,LOC_TYPE,RDSURF,LIGHT,LOC_CHAR,WKZONE,ALCFLAG,RODWYCLS,CITY_NAME,ACCESS_CONTROL,LANE_COUNT,MEDIAN_WIDTH,MEDIAN_BARRIER,ROAD_WIDTH,RIGHT_SHOULDER_WIDTH,LEFT_SHOULDER_SURFACE,LEFT_SHOULDER_WIDTH,SPECIAL_USE_LANE_ROAD_SIDE,SPEED_LIMIT,LANE_SURFACE_TYPE,TOTAL_AADT,DIVIDED_INDICATOR,SEATPOS_0,AGE_0,SEX_0,REST1_0,HELMET_0,DRASSESS_1,CONTRIB1_1,CONTRIB2_1,VEH_USE_1,DRV_ACTN_1,VEHCOND1_1,VEHCOND2_1,VEHCOND3_1,INTER_A_1,CMAXLES_1,DRAIRBAG_1,DRV_EJCT_1,SEATPOS_1,AGE_1,SEX_1,REST1_1,HELMET_1,DRASSESS_2,CONTRIB1_2,CONTRIB2_2,VEH_USE_2,DRV_ACTN_2,VEHCOND1_2,VEHCOND2_2,VEHCOND3_2,INTER_A_2,CMAXLES_2,DRAIRBAG_2,DRV_EJCT_2,SEATPOS_2,AGE_2,SEX_2,REST1_2,HELMET_2,DRASSESS_3,CONTRIB1_3,CONTRIB2_3,VEH_USE_3,DRV_ACTN_3,VEHCOND1_3,VEHCOND2_3,VEHCOND3_3,INTER_A_3,CMAXLES_3,DRAIRBAG_3,DRV_EJCT_3
3903778,No,Clallam,Port Angeles,13,2022,February,1,1600,0,ZERO,0,2,101 route increasing milepost direction,247.98,U1,Urban,SE,Turning Left,Increasing milepost,SIDESWIPES_RIGHT,SE,Moving Straight,Increasing milepost,NO APPARENT INJURY,,,At Intersection and Related,Dry,Daylight,,,0,Urban 2 Lane Roads,Port Angeles,Non Limited Access Less Restrictive,2,0,,52,0,,0,,35,Asphalt,13000,N,Motor Vehicle Driver,32.0,Female,Lap & Shoulder Used,None,None,None,None,"Vanette Under 10,000 lb",Making Left Turn,No Defects,None,None,None,None,Not Deployed,Not Ejected,Motor Vehicle Driver,39.0,Female,Lap & Shoulder Used,None,None,None,None,"Vanette Under 10,000 lb",Going Straight Ahead,No Defects,None,None,None,None,Not Deployed,Not Ejected,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
3903784,No,Clallam,Port Angeles,22,2022,February,3,1500,0,ONE,0,1,101 route increasing milepost direction,244.02,U1,Urban,W,Moving Straight,Decreasing milepost,SINGLE VEHICLE WITH OBJECT,Unknown or Not Applicable,Unknown or Not Applicable,Unknown or Not Applicable,SERIOUS INJURY,Culvert and/or other Appurtenance in Ditch,Mailbox,Not at Intersection and Not Related,Dry,Daylight,,,0,Urban 2 Lane Roads,Port Angeles,Non Limited Access More Than Average Restriction,2,0,,24,7,,0,,50,Asphalt,12000,N,Motor Vehicle Driver,26.0,Female,Lap & Shoulder Used,None,None,Apparently Asleep or Fatigued,None,"Vanette Under 10,000 lb",Going Straight Ahead,No Defects,None,None,None,None,Combination of Airbag Deployed,Not Ejected,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
3903786,No,Clallam,Port Angeles,24,2022,February,5,0,0,ZERO,0,1,101 route increasing milepost direction,1.58,U1,Urban,NW,Moving Straight,Increasing milepost,SINGLE VEHICLE WITH OBJECT,Unknown or Not Applicable,Unknown or Not Applicable,Unknown or Not Applicable,UNKNOWN,Utility Pole,Street Light Pole or Base,Not at Intersection and Not Related,Snow/Slush,Dark-Street Lights On,,,0,Urban 2 Lane Roads,Port Angeles,Non Limited Access Less Restrictive,2,0,,40,0,,0,,35,Asphalt,12000,N,Motor Vehicle Driver,None,None,Unknown,None,None,Other Contributing Circ Not Listed,None,None,Going Straight Ahead,No Defects,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
EC16454,No,Clallam,Port Angeles,1,2022,February,3,800,0,ZERO,0,2,101 route increasing milepost direction,247.59,U1,Urban,SE,Moving Straight,Increasing milepost,ANGLE IMPACTS_RIGHT,SW,Turning Left,Entering major roadway from the left,NO APPARENT INJURY,,,At Intersection and Related,Dry,Daylight,,,0,Urban 2 Lane Roads,Port Angeles,Non Limited Access Less Restrictive,2,0,,52,0,,0,,35,Asphalt,13000,N,Motor Vehicle Driver,53.0,Male,Lap & Shoulder Used,None,None,Distractions Outside Vehicle,None,"Vanette Under 10,000 lb",Going Straight Ahead,No Defects,None,None,None,None,Not Deployed,Not Ejected,Motor Vehicle Driver,67.0,Male,Lap & Shoulder Used,None,None,None,None,None,Making Left Turn,No Defects,None,None,None,None,Not Deployed,Not Ejected,Motor Vehicle Passenger,66.0,Female,Lap & Shoulder Used,None,None,None,None,None,None,None,None,None,None,None,None,None
EC16510,No,Snohomish,Edmonds,1,2022,February,3,800,0,ZERO,0,2,104 route increasing milepost direction,27.0,U1,Urban,SE,Turning Left,Increasing milepost,FRONT END COLLISIONS,NW,Moving Straight,Decreasing milepost,NO APPARENT INJURY,,,At Intersection and Related,Dry,Daylight,,,0,Urban Multilane Undivided Non-Freeway,Edmonds,Non Limited Access Less Restrictive,4,0,,45,0,,0,C,40,Asphalt,20000,N,Motor Vehicle Driver,47.0,Male,Lap & Shoulder Used,None,DRE Not Requested,Did Not Grant RW to Vehicle,None,None,Making Left Turn,No Defects,None,None,None,None,Not Deployed,Not Ejected,Motor Vehicle Driver,50.0,Female,Lap & Shoulder Used,None,DRE Not Requested,None,None,"Vanette Under 10,000 lb",Going Straight Ahead,No Defects,None,None,None,None,Not Deployed,Not Ejected,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
EC16515,No,Pierce,,1,2022,February,3,1400,0,TWO,0,2,512 route increasing milepost direction,0.63,U1,Urban,SW,Moving Straight,Increasing milepost,REAR END COLLISIONS,SW,Moving Straight,Increasing milepost,MINOR INJURY,,,Not at Intersection and Not Related,Dry,Daylight,,,0,Urban Freeways,,Limited Access Fully Controlled,6,16,JERSEY TYPE BARRIER,72,10,,0,R,60,Asphalt,107000,Y,Motor Vehicle Driver,20.0,Female,Unknown,None,DRE Not Requested,Follow Too Closely,None,None,Going Straight Ahead,No Defects,None,None,None,None,Combination of Airbag Deployed,Not Ejected,Motor Vehicle Passenger,32.0,Male,Unknown,None,None,None,None,"Vanette Under 10,000 lb",Slowing,No Defects,None,None,None,None,None,None,Motor Vehicle Driver,30.0,Female,Unknown,None,None,None,None,None,None,None,None,None,None,None,None,None
EC16579,No,King,Renton,1,2022,February,3,1800,0,ONE,0,3,167 route increasing milepost direction,27.26,U1,Urban,N,Moving Straight,Increasing milepost,REAR END COLLISIONS,N,Stopped in Traffic - Legally Standing,Increasing milepost,POSSIBLE INJURY,,,Not at Intersection and Not Related,Dry,Dark-No Street Lights,,,0,Urban Freeways,Renton,Limited Access Fully Controlled,6,18,JERSEY TYPE BARRIER,71,10,,0,,45,Asphalt,124000,Y,Motor Vehicle Driver,44.0,Male,Lap & Shoulder Used,None,DRE Not Requested,Follow Too Closely,None,None,Going Straight Ahead,No Defects,None,None,None,None,Front Airbag Deployed,Not Ejected,Motor Vehicle Driver,53.0,Male,Lap & Shoulder Used,None,DRE Not Requested,None,None,None,Stopped for Traffic,No Defects,None,None,None,None,Not Deployed,Not Ejected,Motor Vehicle Driver,21.0,Female,Lap & Shoulder Used,None,DRE Not Requested,None,None,"Vanette Under 10,000 lb",Stopped for Traffic,No Defects,None,None,None,None,Not Deployed,Not Ejected
EC16581,No,King,Renton,1,2022,February,3,2000,0,ZERO,0,2,167 route increasing milepost direction,27.27,U1,Urban,N,Change Lanes to Right,Increasing milepost,SIDESWIPES_LEFT,N,Moving Straight,Increasing milepost,NO APPARENT INJURY,,"Retaining Wall (concrete, rock, brick, etc.)",Not at Intersection and Not Related,Wet,Dark-Street Lights Off,,,0,Urban Freeways,Renton,Limited Access Fully Controlled,6,18,JERSEY TYPE BARRIER,71,10,,0,,45,Asphalt,124000,Y,Motor Vehicle Driver,35.0,Male,Lap & Shoulder Used,None,DRE Not Requested,Improper Turn/Merge,None,None,Changing Lanes,No Defects,None,None,None,None,Combination of Airbag Deployed,Not Ejected,Motor Vehicle Driver,30.0,Male,Lap & Shoulder Used,None,DRE Not Requested,None,None,None,Going Straight Ahead,No Defects,None,None,None,None,Not Deployed,Not Ejected,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
EC16590,No,Grays Harbor,Hoquiam,1,2022,February,3,1400,0,ZERO,0,2,109 route increasing milepost direction,0.11,U2,Urban,SE,Change Lanes to Left,Increasing milepost,SIDESWIPES_RIGHT,SE,Moving Straight,Increasing milepost,NO APPARENT INJURY,,,Not at Intersection and Not Related,Wet,Daylight,,,0,Urban 2 Lane Roads,Hoquiam,Non Limited Access Least Restrictive,2,0,,40,0,,0,,30,Asphalt,4900,N,Motor Vehicle Driver,52.0,None,Lap & Shoulder Used,None,None,Improper Turn/Merge,None,"Vanette Under 10,000 lb",Changing Lanes,No Defects,None,None,None,None,Not Deployed,Not Ejected,Motor Vehicle Passenger,57.0,Female,Lap & Shoulder Used,None,None,None,None,None,Going Straight Ahead,No Defects,None,None,None,None,None,None,Motor Vehicle Driver,62.0,Male,Lap & Shoulder Used,None,None,None,None,None,None,None,None,None,None,None,None,None
EC16639,No,Snohomish,Arlington,1,2022,February,3,1900,0,ONE,0,2,531 route increasing milepost direction,6.63,U2,Urban,E,Turning Left,Increasing milepost,SINGLE VEHICLE WITH OBJECT,Unknown or Not Applicable,Unknown or Not Applicable,Unknown or Not Applicable,MINOR INJURY,Tree or Stump (stationary),,At Intersection and Related,Dry,Dark-Street Lights On,,,0,Urban Multilane Divided Non-Freeway,Arlington,Non Limited Access Average Restriction,5,1,CURB,72,0,,0,R,35,Asphalt,32000,Y,Motor Vehicle Driver,29.0,Male,Lap & Shoulder Used,Helmet Not Used,"DRE Requested, Not Available",Under Influence of Drugs,None,"Vanette Under 10,000 lb",Making Left Turn,No Defects,None,None,None,None,Combination of Airbag Deployed,Not Ejected,Motor Vehicle Driver,66.0,Male,Lap & Shoulder Used,Helmet Not Used,None,None,None,None,"Legally Parked, Occupied",None,None,None,None,None,Not Deployed,Not Ejected,Motor Vehicle Passenger,66.0,Female,Lap & Shoulder Used,Helmet Not Used,None,None,None,None,None,None,None,None,None,None,None,None
EC16651,No,Pierce,Buckley,2,2022,February,4,1100,0,ZERO,0,2,410 route increasing milepost direction,11.88,U1,Urban,E,Moving Straight,Increasing milepost,ANGLE IMPACTS_RIGHT,W,Turning Left,Decreasing milepost,NO APPARENT INJURY,,,At Intersection and Related,Dry,Daylight,,,0,Urban 2 Lane Roads,Buckley,Non Limited Access Average Restriction,2,0,,24,8,,0,,35,Asphalt,19000,N,Motor Vehicle Driver,79.0,Male,Lap & Shoulder Used,None,None,Disregard Traffic Sign and Signals,None,"Vanette Under 10,000 lb",Negotiating a Curve,No Defects,None,None,None,None,Not Deployed,Not Ejected,Motor Vehicle Driver,26.0,Female,Lap & Shoulder Used,None,None,Did Not Grant RW to Vehicle,None,None,Making Left Turn,No Defects,None,None,None,None,Not Deployed,Not Ejected,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
EC16656,No,Spokane,Spokane Valley,1,2022,February,3,1700,0,TWO,0,3,290 route increasing milepost direction,8.34,U1,Urban,E,Moving Straight,Increasing milepost,REAR END COLLISIONS,E,Stopped in Traffic - Legally Standing,Increasing milepost,POSSIBLE INJURY,,,Intersection Related but Not at Intersection,Dry,Dark-Street Lights On,,,0,Urban Multilane Undivided Non-Freeway,Spokane Valley,Non Limited Access Less Restrictive,4,0,,60,6,,0,,50,Asphalt,19000,N,Motor Vehicle Driver,64.0,Female,Lap & Shoulder Used,None,None,Exceeding Reas. Safe Speed,Did Not Grant RW to Vehicle,None,Going Straight Ahead,No Defects,None,None,None,None,Front Airbag Deployed,Not Ejected,Motor Vehicle Driver,62.0,Male,Lap & Shoulder Used,None,None,None,None,None,Stopped for Traffic,No Defects,None,None,None,None,Not Deployed,Not Ejected,Motor Vehicle Driver,56.0,Female,Lap & Shoulder Used,None,None,None,None,None,Stopped at Signal or Stop Sign,No Defects,None,None,None,None,Not Deployed,Not Ejected
EC16695,No,Skagit,,2,2022,February,4,300,0,ZERO,0,1,005 route increasing milepost direction,0.03,R5,Rural,NW,Moving Straight,Increasing milepost,SINGLE VEHICLE WITH OBJECT,Unknown or Not Applicable,Unknown or Not Applicable,Unknown or Not Applicable,NO APPARENT INJURY,Guardrail - Face,,Not at Intersection and Not Related,Dry,Dark-No Street Lights,Bridge or Overpass,,1,Rural Freeways Less than 4 Lanes,,,1,0,,15,8,Asphalt,5,,0,Asphalt,0,N,Motor Vehicle Driver,39.0,Male,Lap & Shoulder Used,None,DRE Not Requested,Under Influence of Alcohol,Apparently Asleep or Fatigued,None,Negotiating a Curve,No Defects,None,None,None,None,Side Airbag Deployed,Not Ejected,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
EC16706,No,Spokane,Spokane Valley,1,2022,February,3,1900,0,ONE,0,2,290 route increasing milepost direction,9.9,U1,Urban,W,Moving Straight,Decreasing milepost,REAR END COLLISIONS,W,Turning Right,Decreasing milepost,POSSIBLE INJURY,,"Retaining Wall (concrete, rock, brick, etc.)",At Driveway,Dry,Dark-Street Lights On,,,0,Urban Multilane Undivided Non-Freeway,Spokane Valley,Non Limited Access Less Restrictive,4,0,,44,6,,0,C,50,Asphalt,20000,N,Motor Vehicle Passenger,6.0,Female,Lap & Shoulder Used,None,None,None,None,"Vanette Under 10,000 lb",Going Straight Ahead,No Defects,None,None,None,None,None,None,Motor Vehicle Driver,36.0,Male,Lap & Shoulder Used,None,DRE Not Requested,None,None,None,Making Right Turn,No Defects,None,None,None,None,Not Deployed,Not Ejected,Motor Vehicle Driver,17.0,Female,Lap & Shoulder Used,None,None,None,None,None,None,None,None,None,None,None,None,None
EC16715,No,Pierce,Puyallup,1,2022,February,3,1600,0,ZERO,0,2,167 route increasing milepost direction,6.56,U1,Urban,E,Moving Straight,Increasing milepost,REAR END COLLISIONS,E,Moving Straight,Increasing milepost,NO APPARENT INJURY,,,Not at Intersection and Not Related,Dry,Daylight,,,0,Urban Freeways,Puyallup,Non Limited Access Average Restriction,4,84,DEPRESSED,48,10,Asphalt,4,,60,Asphalt,35000,Y,Motor Vehicle Driver,39.0,Female,Lap & Shoulder Used,None,None,Exceeding Stated Speed Limit,Follow Too Closely,None,Going Straight Ahead,No Defects,None,None,None,None,Not Deployed,Not Ejected,Motor Vehicle Driver,41.0,Male,Lap & Shoulder Used,None,None,Improper Turn/Merge,None,Trailer - Utility,Going Straight Ahead,No Defects,None,None,None,None,Not Deployed,Not Ejected,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
EC16725,No,Snohomish,,1,2022,February,3,1700,0,ZERO,0,2,524 route increasing milepost direction,8.69,U2,Urban,NW,Moving Straight,Decreasing milepost,REAR END COLLISIONS,NW,Moving Straight,Decreasing milepost,NO APPARENT INJURY,,,Intersection Related but Not at Intersection,Dry,Dusk,,,0,Urban 2 Lane Roads,,Non Limited Access Average Restriction,2,0,,22,5,,0,,35,Asphalt,18000,N,Motor Vehicle Driver,39.0,Male,Lap & Shoulder Used,None,DRE Not Requested,Exceeding Reas. Safe Speed,None,None,Going Straight Ahead,No Defects,None,None,None,None,Not Deployed,Not Ejected,Motor Vehicle Driver,35.0,Female,Lap & Shoulder Used,None,DRE Not Requested,None,None,"Vanette Under 10,000 lb",Slowing,No Defects,None,None,None,None,Not Deployed,Not Ejected,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
