,MEDCAUSE,COUNTY,CITY,ACC_DATE,ACCYR,MONTH,WEEKDAY,TIME,TOT_KILL,TOT_INJ,NO_PEDS,NUMVEHS,ROUTE_ID,MILEPOST,ST_FUNC,RUR_URB,V1CMPDIR,V1EVENT1,V1DIRCDE,ACCTYPE,V2CMPDIR,V2EVENT1,V2DIRCDE,SEVERITY,OBJECT1,OBJECT2,LOC_TYPE,RDSURF,LIGHT,LOC_CHAR,WKZONE,ALCFLAG,RODWYCLS,CITY_NAME,ACCESS_CONTROL,LANE_COUNT,MEDIAN_WIDTH,MEDIAN_BARRIER,ROAD_WIDTH,RIGHT_SHOULDER_WIDTH,LEFT_SHOULDER_SURFACE,LEFT_SHOULDER_WIDTH,SPECIAL_USE_LANE_ROAD_SIDE,SPEED_LIMIT,LANE_SURFACE_TYPE,TOTAL_AADT,DIVIDED_INDICATOR,SEATPOS_0,AGE_0,SEX_0,REST1_0,HELMET_0,DRASSESS_1,CONTRIB1_1,CONTRIB2_1,VEH_USE_1,DRV_ACTN_1,VEHCOND1_1,VEHCOND2_1,VEHCOND3_1,INTER_A_1,CMAXLES_1,DRAIRBAG_1,DRV_EJCT_1,SEATPOS_1,AGE_1,SEX_1,REST1_1,HELMET_1,DRASSESS_2,CONTRIB1_2,CONTRIB2_2,VEH_USE_2,DRV_ACTN_2,VEHCOND1_2,VEHCOND2_2,VEHCOND3_2,INTER_A_2,CMAXLES_2,DRAIRBAG_2,DRV_EJCT_2,SEATPOS_2,AGE_2,SEX_2,REST1_2,HELMET_2,DRASSESS_3,CONTRIB1_3,CONTRIB2_3,VEH_USE_3,DRV_ACTN_3,VEHCOND1_3,VEHCOND2_3,VEHCOND3_3,INTER_A_3,CMAXLES_3,DRAIRBAG_3,DRV_EJCT_3
3893885,No,King,Seattle,17,2022,June,6,1800,0,ONE,1,1,513 route increasing milepost direction,1.3,U1,Urban,E,Moving Straight,Increasing milepost,PEDESTRIAN COLLISIONS,S,Moving Straight,Entering major roadway from the left,MINOR INJURY,,,At Intersection and Related,Wet,Daylight,,,0,Urban Multilane Undivided Non-Freeway,Seattle,Non Limited Access Average Restriction,5,0,,75,0,,0,,30,Asphalt,38000,N,Motor Vehicle Driver,32.0,Male,Unknown,None,DRE Not Requested,None,None,"Vanette Under 10,000 lb",Going Straight Ahead,No Defects,None,None,None,None,Not Deployed,Not Ejected,Pedestrian,13.0,Female,None,None,DRE Not Requested,Did Not Grant RW to Vehicle,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
3893895,No,King,Seattle,25,2022,June,7,1700,0,ZERO,0,2,522 route increasing milepost direction,2.52,U1,Urban,SW,Turning Left,Decreasing milepost,ANGLE IMPACTS_RIGHT,NE,Moving Straight,Increasing milepost,NO APPARENT INJURY,,,At Intersection and Related,Dry,Daylight,,,0,Urban Multilane Undivided Non-Freeway,Seattle,Non Limited Access Less Restrictive,4,0,,60,0,,0,,35,Asphalt,34000,N,Motor Vehicle Driver,24.0,Female,Lap & Shoulder Used,None,None,Did Not Grant RW to Vehicle,None,"Vanette Under 10,000 lb",Making Left Turn,No Defects,None,None,None,None,Not Deployed,Not Ejected,Motor Vehicle Driver,39.0,Male,Lap & Shoulder Used,None,None,None,None,None,Going Straight Ahead,No Defects,None,None,None,None,Not Deployed,Not Ejected,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
3893896,No,King,Seattle,25,2022,June,7,1900,0,ZERO,0,2,513 route increasing milepost direction,3.02,U1,Urban,SW,Moving Straight,Decreasing milepost,SIDESWIPES_LEFT,SW,Moving Straight,Decreasing milepost,UNKNOWN,,,At Intersection and Not Related,Dry,Daylight,,,0,Urban Multilane Undivided Non-Freeway,Seattle,Non Limited Access Average Restriction,4,0,,44,4,,0,C,30,Portland Concrete Cement,14000,N,Motor Vehicle Driver,None,None,Unknown,None,None,Improper Passing,None,"Vanette Under 10,000 lb",Going Straight Ahead,None,None,None,None,None,None,None,Motor Vehicle Driver,69.0,Female,Unknown,None,None,None,None,None,Going Straight Ahead,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
3894048,No,King,Seattle,13,2022,June,2,1900,0,ZERO,0,2,522 route increasing milepost direction,3.47,U1,Urban,W,Backing,Entering major roadway from the right,FRONT END COLLISIONS,W,Stopped in Traffic - Legally Standing,Entering major roadway from the right,NO APPARENT INJURY,,,At Intersection and Not Related,Dry,Dusk,,,0,Urban Multilane Undivided Non-Freeway,Seattle,Non Limited Access Less Restrictive,4,0,,57,0,,0,,30,Asphalt,35000,N,Motor Vehicle Driver,None,None,Unknown,None,DRE Not Requested,Improper Backing,None,None,Backing,None,None,None,None,None,None,Not Ejected,Motor Vehicle Driver,88.0,Female,Lap & Shoulder Used,None,DRE Not Requested,None,None,None,Stopped for Traffic,No Defects,None,None,None,None,Not Deployed,Not Ejected,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
3894071,No,King,Seattle,30,2022,June,5,100,0,TWO,0,1,005 route increasing milepost direction,0.03,U1,Urban,E,Moving Straight,Increasing milepost,SINGLE VEHICLE WITH OBJECT,Unknown or Not Applicable,Unknown or Not Applicable,Unknown or Not Applicable,MINOR INJURY,"Guardrail - Through, Over or Under",Fence,At Intersection and Not Related,Dry,Dark-Street Lights On,,,1,Other,Seattle,,2,0,,28,0,,0,,0,Portland Concrete Cement,0,N,Motor Vehicle Driver,33.0,Female,Lap & Shoulder Used,None,DRE Not Requested,Under Influence of Alcohol,Exceeding Stated Speed Limit,"Vanette Under 10,000 lb",Going Straight Ahead,No Defects,None,None,None,None,Side Airbag Deployed,Not Ejected,Motor Vehicle Passenger,35.0,Male,Lap & Shoulder Used,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
3899153,No,Clallam,Port Angeles,23,2022,June,5,1000,0,ZERO,0,2,101 route increasing milepost direction,246.97,U1,Urban,NW,Moving Straight,Entering major roadway from the right,ANGLE IMPACTS_LEFT,SW,Moving Straight,Decreasing milepost,NO APPARENT INJURY,,,At Intersection and Related,Dry,Daylight,,,0,Urban 2 Lane Roads,Port Angeles,Non Limited Access Less Restrictive,2,0,,38,0,,0,C,25,Asphalt,7800,N,Motor Vehicle Driver,80.0,Male,Unknown,None,DRE Not Requested,Did Not Grant RW to Vehicle,None,None,Going Straight Ahead,No Defects,None,None,None,None,Not Deployed,Not Ejected,Motor Vehicle Passenger,79.0,Female,Unknown,None,None,None,None,None,Going Straight Ahead,No Defects,None,None,None,None,None,None,Motor Vehicle Driver,61.0,Male,Unknown,None,None,None,None,None,None,None,None,None,None,None,None,None
3899155,No,Clallam,Port Angeles,30,2022,June,5,2100,0,ZERO,0,2,101 route increasing milepost direction,248.59,U1,Urban,SE,Moving Straight,Increasing milepost,REAR END COLLISIONS,SE,Moving Straight,Increasing milepost,NO APPARENT INJURY,,,At Intersection and Not Related,Dry,Dark-Street Lights On,,,0,Urban 2 Lane Roads,Port Angeles,Non Limited Access Less Restrictive,2,0,,52,0,,0,,35,Asphalt,18000,N,Motor Vehicle Driver,29.0,Male,Unknown,Helmet Not Used,DRE Not Requested,Follow Too Closely,Distractions Outside Vehicle,"Vanette Under 10,000 lb",Going Straight Ahead,No Defects,None,None,None,None,Not Deployed,Not Ejected,Motor Vehicle Passenger,79.0,Male,Unknown,Helmet Not Used,None,None,None,None,Going Straight Ahead,No Defects,None,None,None,None,None,None,Motor Vehicle Passenger,41.0,Female,Unknown,Helmet Not Used,None,None,None,None,None,None,None,None,None,None,None,None
3899195,No,Clallam,Port Angeles,11,2022,June,7,1800,0,ZERO,0,2,101 route increasing milepost direction,247.11,U1,Urban,NE,Moving Straight,Increasing milepost,REAR END COLLISIONS,NE,Stopped in Traffic - Legally Standing,Increasing milepost,NO APPARENT INJURY,,,At Intersection and Related,Dry,Dusk,,,0,Urban 2 Lane Roads,Port Angeles,Non Limited Access Less Restrictive,2,0,,50,0,,0,,25,Asphalt,7800,N,Motor Vehicle Driver,46.0,Male,Lap & Shoulder Used,None,DRE Not Requested,Distracted by Other Occupant,None,None,Going Straight Ahead,No Defects,None,None,None,None,Not Deployed,Not Ejected,Motor Vehicle Driver,36.0,Female,Lap & Shoulder Used,None,DRE Not Requested,None,None,None,Stopped at Signal or Stop Sign,No Defects,None,None,None,None,Not Deployed,Not Ejected,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
3900153,No,King,Seattle,10,2022,June,6,100,0,ZERO,0,1,519 route increasing milepost direction,0.03,U1,Urban,E,Moving Straight,Increasing milepost,SINGLE VEHICLE WITH OBJECT,Unknown or Not Applicable,Unknown or Not Applicable,Unknown or Not Applicable,NO APPARENT INJURY,Bridge Rail - Face,,Not at Intersection and Not Related,Wet,Dark-Street Lights On,Bridge or Overpass,,0,Other,Seattle,,1,0,,22,0,,0,,0,Portland Concrete Cement,0,N,Motor Vehicle Driver,None,None,None,None,None,Unknown Distraction,None,None,Negotiating a Curve,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
3903947,No,King,Seattle,25,2022,June,7,200,0,ZERO,0,2,005 route increasing milepost direction,0.51,U1,Urban,NW,Moving Straight,Increasing milepost,SIDESWIPES_RIGHT,NW,Stopped in Traffic - Legally Standing,Increasing milepost,NO APPARENT INJURY,,,At Intersection and Related,Dry,Dark-Street Lights On,,,0,Other,Seattle,,2,0,,30,0,,0,R,0,Asphalt,0,N,Motor Vehicle Driver,None,None,Unknown,None,None,None,None,None,Going Straight Ahead,None,None,None,None,None,None,None,Motor Vehicle Driver,31.0,Male,Unknown,None,None,None,None,None,Stopped at Signal or Stop Sign,No Defects,None,None,None,None,Not Deployed,Not Ejected,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
3907651,No,Clallam,Port Angeles,15,2022,June,4,1700,0,ZERO,0,3,101 route increasing milepost direction,1.41,U1,Urban,NW,Moving Straight,Increasing milepost,REAR END COLLISIONS,NW,Stopped in Traffic - Legally Standing,Increasing milepost,NO APPARENT INJURY,,,At Intersection and Not Related,Dry,Daylight,,,0,Urban 2 Lane Roads,Port Angeles,Non Limited Access Less Restrictive,2,0,,40,0,,0,,35,Asphalt,12000,N,Motor Vehicle Passenger,28.0,Male,Lap & Shoulder Used,None,None,None,None,"Vanette Under 10,000 lb",Going Straight Ahead,No Defects,None,None,None,None,None,None,Motor Vehicle Driver,66.0,Female,Lap & Shoulder Used,None,None,None,None,"Vanette Under 10,000 lb",Stopped for Traffic,No Defects,None,None,None,None,Not Deployed,Not Ejected,Motor Vehicle Passenger,75.0,Male,Lap & Shoulder Used,None,None,None,None,None,Stopped for Traffic,None,None,None,None,None,Not Deployed,Not Ejected
3907653,No,Clallam,Port Angeles,15,2022,June,4,1100,0,ZERO,0,2,101 route increasing milepost direction,247.18,U1,Urban,NE,Stopped in Traffic - Legally Standing,Increasing milepost,REAR END COLLISIONS,NE,Moving Straight,Increasing milepost,NO APPARENT INJURY,,,At Intersection and Related,Dry,Daylight,,,0,Urban 2 Lane Roads,Port Angeles,Non Limited Access Less Restrictive,2,0,,50,0,,0,,25,Asphalt,7800,N,Motor Vehicle Driver,62.0,Male,Unknown,None,DRE Not Requested,Follow Too Closely,None,None,Stopped for Traffic,No Defects,None,None,None,None,Not Deployed,Not Ejected,Motor Vehicle Driver,39.0,Female,Lap & Shoulder Used,None,DRE Not Requested,None,None,"Vanette Under 10,000 lb",Going Straight Ahead,No Defects,None,None,None,None,Not Deployed,Not Ejected,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
3907656,No,Clallam,Port Angeles,17,2022,June,6,1700,0,ZERO,0,3,101 route increasing milepost direction,248.4,U1,Urban,SE,Moving Straight,Increasing milepost,REAR END COLLISIONS,SE,Stopped in Traffic - Legally Standing,Increasing milepost,NO APPARENT INJURY,,,Not at Intersection and Not Related,Dry,Daylight,,,0,Urban 2 Lane Roads,Port Angeles,Non Limited Access Less Restrictive,2,0,,52,0,,0,,35,Asphalt,18000,N,Motor Vehicle Driver,75.0,Female,Lap & Shoulder Used,None,None,Follow Too Closely,Other Distractions,None,Going Straight Ahead,No Defects,None,None,None,None,Front Airbag Deployed,Not Ejected,Motor Vehicle Passenger,56.0,Male,Lap & Shoulder Used,None,None,None,None,"Vanette Under 10,000 lb",Stopped for Traffic,No Defects,None,None,None,None,None,None,Motor Vehicle Driver,31.0,Male,Lap & Shoulder Used,None,None,None,None,"Vanette Under 10,000 lb",Stopped for Traffic,No Defects,None,None,None,None,None,None
EC51490,No,Spokane,Spokane,1,2022,June,4,700,0,ONE,0,2,002 route increasing milepost direction,1.0,U1,Urban,S,Moving Straight,Increasing milepost,ANGLE IMPACTS_LEFT,W,Moving Straight,Entering major roadway from the left,POSSIBLE INJURY,,,At Intersection and Related,Dry,Daylight,,,0,Urban Multilane Undivided Non-Freeway,Spokane,Non Limited Access Least Restrictive,4,0,,60,0,,0,,30,Asphalt,23000,N,Motor Vehicle Driver,27.0,Male,Lap & Shoulder Used,Helmet Not Used,DRE Not Requested,None,None,"Vanette Under 10,000 lb",Going Straight Ahead,No Defects,None,None,None,None,Side Airbag Deployed,Not Ejected,Motor Vehicle Driver,23.0,Male,Lap & Shoulder Used,Helmet Not Used,DRE Not Requested,None,None,None,Going Straight Ahead,No Defects,None,None,None,None,Not Deployed,Not Ejected,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
EC51526,No,Pierce,,1,2022,June,4,1700,0,ZERO,0,2,512 route increasing milepost direction,11.63,U1,Urban,S,Change Lanes to Left,Decreasing milepost,SIDESWIPES_RIGHT,S,Moving Straight,Decreasing milepost,NO APPARENT INJURY,,,At Intersection and Not Related,Dry,Daylight,,,0,Urban Freeways,,Limited Access Fully Controlled,4,46,CABLE,48,10,Asphalt,4,,60,Asphalt,93000,Y,Motor Vehicle Driver,44.0,Male,Lap & Shoulder Used,None,None,Did Not Grant RW to Vehicle,None,None,Changing Lanes,No Defects,None,None,None,None,Not Deployed,Not Ejected,Motor Vehicle Driver,54.0,Male,Lap & Shoulder Used,None,None,None,None,"Vanette Under 10,000 lb",Going Straight Ahead,No Defects,None,None,None,None,Not Deployed,Not Ejected,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
EC51552,No,Lewis,Centralia,1,2022,June,4,1600,0,ZERO,0,2,005 route increasing milepost direction,0.04,U2,Urban,SE,Change Lanes to Right,Increasing milepost,SIDESWIPES_LEFT,SE,Moving Straight,Increasing milepost,NO APPARENT INJURY,,,Intersection Related but Not at Intersection,Dry,Daylight,,,0,Other,Centralia,,4,12,CURB,62,0,,0,R,0,Asphalt,0,Y,Motor Vehicle Driver,58.0,Male,Lap Belt Used,None,None,Improper Turn/Merge,None,None,Changing Lanes,No Defects,None,None,None,None,Not Deployed,Not Ejected,Motor Vehicle Driver,47.0,Male,Lap & Shoulder Used,None,None,None,None,"Vanette Under 10,000 lb",Going Straight Ahead,No Defects,None,None,None,None,Not Deployed,Not Ejected,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
EC51624,No,King,Seattle,1,2022,June,4,1200,0,ZERO,0,2,509 route increasing milepost direction,35.02,U1,Urban,N,Change Lanes to Left,Increasing milepost,SIDESWIPES_RIGHT,N,Moving Straight,Increasing milepost,NO APPARENT INJURY,,,Not at Intersection and Not Related,Dry,Daylight,,,0,Urban Freeways,Seattle,Limited Access Fully Controlled,4,16,JERSEY TYPE BARRIER,48,10,,0,RC,40,Asphalt,51000,Y,Motor Vehicle Driver,51.0,Male,Lap & Shoulder Used,None,None,Distractions Outside Vehicle,None,"Vanette Under 10,000 lb",Going Straight Ahead,No Defects,None,None,None,None,Not Deployed,Not Ejected,Motor Vehicle Driver,35.0,Male,Lap & Shoulder Used,None,None,None,None,"Vanette Under 10,000 lb",Going Straight Ahead,No Defects,None,None,None,None,Not Deployed,Not Ejected,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
EC51626,No,King,Kent,1,2022,June,4,800,0,ZERO,0,2,167 route increasing milepost direction,19.27,U1,Urban,N,Moving Straight,Increasing milepost,REAR END COLLISIONS,N,Moving Straight,Increasing milepost,NO APPARENT INJURY,,,Not at Intersection and Not Related,Dry,Daylight,,,0,Urban Freeways,Kent,Limited Access Fully Controlled,4,20,JERSEY TYPE BARRIER,48,10,,0,RC,60,Asphalt,111000,Y,Motor Vehicle Driver,17.0,Male,Lap & Shoulder Used,None,None,Follow Too Closely,None,None,Going Straight Ahead,No Defects,None,None,None,None,Front Airbag Deployed,Not Ejected,Motor Vehicle Driver,29.0,Female,Lap & Shoulder Used,None,None,None,None,None,Slowing,No Defects,None,None,None,None,Not Deployed,Not Ejected,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
