,MEDCAUSE,COUNTY,CITY,ACC_DATE,ACCYR,MONTH,WEEKDAY,TIME,TOT_KILL,TOT_INJ,NO_PEDS,NUMVEHS,ROUTE_ID,MILEPOST,ST_FUNC,RUR_URB,V1CMPDIR,V1EVENT1,V1DIRCDE,ACCTYPE,V2CMPDIR,V2EVENT1,V2DIRCDE,SEVERITY,OBJECT1,OBJECT2,LOC_TYPE,RDSURF,LIGHT,LOC_CHAR,WKZONE,ALCFLAG,RODWYCLS,CITY_NAME,ACCESS_CONTROL,LANE_COUNT,MEDIAN_WIDTH,MEDIAN_BARRIER,ROAD_WIDTH,RIGHT_SHOULDER_WIDTH,LEFT_SHOULDER_SURFACE,LEFT_SHOULDER_WIDTH,SPECIAL_USE_LANE_ROAD_SIDE,SPEED_LIMIT,LANE_SURFACE_TYPE,TOTAL_AADT,DIVIDED_INDICATOR,SEATPOS_0,AGE_0,SEX_0,REST1_0,HELMET_0,DRASSESS_1,CONTRIB1_1,CONTRIB2_1,VEH_USE_1,DRV_ACTN_1,VEHCOND1_1,VEHCOND2_1,VEHCOND3_1,INTER_A_1,CMAXLES_1,DRAIRBAG_1,DRV_EJCT_1,SEATPOS_1,AGE_1,SEX_1,REST1_1,HELMET_1,DRASSESS_2,CONTRIB1_2,CONTRIB2_2,VEH_USE_2,DRV_ACTN_2,VEHCOND1_2,VEHCOND2_2,VEHCOND3_2,INTER_A_2,CMAXLES_2,DRAIRBAG_2,DRV_EJCT_2,SEATPOS_2,AGE_2,SEX_2,REST1_2,HELMET_2,DRASSESS_3,CONTRIB1_3,CONTRIB2_3,VEH_USE_3,DRV_ACTN_3,VEHCOND1_3,VEHCOND2_3,VEHCOND3_3,INTER_A_3,CMAXLES_3,DRAIRBAG_3,DRV_EJCT_3
3906296,No,King,Seattle,20,2022,October,5,2200,0,ZERO,0,2,522 route increasing milepost direction,3.21,U1,Urban,NE,Moving Straight,Increasing milepost,ANGLE IMPACTS_LEFT,W,Moving Straight,Entering major roadway from the right,NO APPARENT INJURY,,,At Intersection and Related,Dry,Dark-Street Lights On,,,1,Urban Multilane Divided Non-Freeway,Seattle,Non Limited Access Less Restrictive,4,10,CURB,64,0,,0,,25,Asphalt,35000,Y,Motor Vehicle Driver,26.0,Male,Unknown,None,DRE Requested and Assisted,Under Influence of Alcohol,Did Not Grant RW to Vehicle,None,Going Straight Ahead,No Defects,None,None,None,None,Combination of Airbag Deployed,Not Ejected,Motor Vehicle Driver,42.0,Male,Lap & Shoulder Used,None,DRE Requested and Assisted,None,None,"Vanette Under 10,000 lb",Going Straight Ahead,No Defects,None,None,None,None,Not Deployed,Not Ejected,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
3907509,No,Stevens,Colville,11,2022,October,3,800,0,ONE,0,2,395 route increasing milepost direction,234.57,R1,Rural,E,Moving Straight,Decreasing milepost,ANGLE IMPACTS_RIGHT,S,Moving Straight,Entering major roadway from the right,POSSIBLE INJURY,,,At Intersection and Related,Dry,Daylight,,,0,Rural Multilane Undivided Non-Freeway,Colville,Non Limited Access Least Restrictive,4,0,,60,0,,0,,25,Asphalt,8800,N,Motor Vehicle Driver,69.0,Male,Unknown,None,None,Did Not Grant RW to Vehicle,Other Distractions,None,Going Straight Ahead,No Defects,None,None,None,None,Front Airbag Deployed,Not Ejected,Motor Vehicle Driver,79.0,Male,Unknown,None,None,Did Not Grant RW to Vehicle,Other Distractions,"Vanette Under 10,000 lb",Going Straight Ahead,No Defects,None,None,None,None,Front Airbag Deployed,Not Ejected,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
3907527,No,Clallam,Port Angeles,13,2022,October,5,700,0,ZERO,0,2,101 route increasing milepost direction,249.17,U1,Urban,E,Moving Straight,Increasing milepost,REAR END COLLISIONS,E,Stopped in Traffic - Legally Standing,Increasing milepost,NO APPARENT INJURY,,,At Intersection and Related,Dry,Daylight,,,0,Urban Multilane Undivided Non-Freeway,Port Angeles,Non Limited Access Less Restrictive,4,0,,61,0,,0,,40,Asphalt,33000,N,Motor Vehicle Driver,56.0,Male,Unknown,None,None,Follow Too Closely,Other Distractions,None,Slowing,No Defects,None,None,None,None,Not Deployed,Not Ejected,Motor Vehicle Driver,65.0,Female,Unknown,None,None,None,None,"Vanette Under 10,000 lb",Stopped at Signal or Stop Sign,No Defects,None,None,None,None,Not Deployed,Not Ejected,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
3907555,No,Clallam,Port Angeles,14,2022,October,6,1400,0,ZERO,0,2,101 route increasing milepost direction,0.30000000000000004,U1,Urban,NE,Turning Left,Entering major roadway from the left,REAR END COLLISIONS,NW,Moving Straight,Increasing milepost,NO APPARENT INJURY,,,At Driveway,Dry,Daylight,,,0,Urban 2 Lane Roads,Port Angeles,Non Limited Access Less Restrictive,2,0,,40,0,,0,,35,Asphalt,15000,N,Motor Vehicle Driver,39.0,Female,Unknown,None,None,Did Not Grant RW to Vehicle,None,None,Making Left Turn,No Defects,None,None,None,None,Not Deployed,Not Ejected,Motor Vehicle Driver,52.0,Female,Unknown,None,None,None,None,None,Going Straight Ahead,No Defects,None,None,None,None,Not Deployed,Not Ejected,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
3907556,No,Clallam,Port Angeles,19,2022,October,4,1300,0,ZERO,0,2,101 route increasing milepost direction,247.95,U1,Urban,SE,Change Lanes to Right,Increasing milepost,SIDESWIPES_LEFT,SE,Moving Straight,Increasing milepost,NO APPARENT INJURY,,,Not at Intersection and Not Related,Dry,Daylight,,,0,Urban 2 Lane Roads,Port Angeles,Non Limited Access Less Restrictive,2,0,,52,0,,0,,35,Asphalt,13000,N,Motor Vehicle Driver,75.0,Male,Unknown,None,None,Did Not Grant RW to Vehicle,None,None,Starting From Parked Position,None,None,None,None,None,Not Deployed,Not Ejected,Motor Vehicle Driver,43.0,Male,Unknown,None,None,None,None,"Vanette Under 10,000 lb",Going Straight Ahead,None,None,None,None,None,Not Deployed,Not Ejected,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
3914804,No,Whatcom,Bellingham,17,2022,October,2,1400,0,TWO,0,2,539 route increasing milepost direction,1.41,U1,Urban,N,Moving Straight,Increasing milepost,REAR END COLLISIONS,N,Making U-Turn,Increasing milepost,POSSIBLE INJURY,,,Not at Intersection and Not Related,Dry,Daylight,,,0,Urban Multilane Undivided Non-Freeway,Bellingham,Non Limited Access Average Restriction,4,0,,57,0,,0,C,50,Asphalt,26000,N,Motor Vehicle Driver,23.0,Male,Lap & Shoulder Used,None,DRE Not Requested,Follow Too Closely,None,None,Going Straight Ahead,No Defects,None,None,None,None,Not Deployed,Not Ejected,Motor Vehicle Driver,56.0,Female,Lap & Shoulder Used,None,DRE Not Requested,None,None,"Vanette Under 10,000 lb",Making U-Turn,No Defects,None,None,None,None,Not Deployed,Not Ejected,Motor Vehicle Passenger,26.0,Female,Lap & Shoulder Used,None,None,None,None,None,None,None,None,None,None,None,None,None
EC88829,No,King,Tukwila,1,2022,October,7,500,0,ONE,0,1,599 route increasing milepost direction,0.01,U1,Urban,N,Moving Straight,Increasing milepost,SINGLE VEHICLE WITH OBJECT,Unknown or Not Applicable,Unknown or Not Applicable,Unknown or Not Applicable,MINOR INJURY,Bridge Rail - Face,Bridge Rail - Face,Not at Intersection and Not Related,Dry,Daylight,,,1,Urban Freeways Less than 4 Lanes,Tukwila,Limited Access Fully Controlled,2,0,,30,0,,0,,60,Portland Concrete Cement,38000,N,Motor Vehicle Driver,47.0,Male,Lap & Shoulder Used,Helmet Not Used,DRE Not Requested,Under Influence of Alcohol,None,None,Going Straight Ahead,No Defects,None,None,None,None,Front Airbag Deployed,Not Ejected,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
EC88843,No,Spokane,Spokane,1,2022,October,7,100,0,ONE,0,2,002 route increasing milepost direction,0.31,U1,Urban,S,Moving Straight,Increasing milepost,ANGLE IMPACTS_RIGHT,W,Moving Straight,Entering major roadway from the left,MINOR INJURY,,,At Intersection and Related,Dry,Dark-Street Lights On,,,0,Urban Multilane Undivided Non-Freeway,Spokane,Non Limited Access Least Restrictive,3,0,,60,0,,0,,25,Asphalt,26000,N,Motor Vehicle Passenger,20.0,Female,Lap & Shoulder Used,Helmet Not Used,None,None,None,"Vanette Under 10,000 lb",Going Straight Ahead,No Defects,None,None,None,None,None,None,Motor Vehicle Driver,17.0,Female,Lap & Shoulder Used,Helmet Not Used,None,None,None,None,Going Straight Ahead,No Defects,None,None,None,None,None,None,Motor Vehicle Passenger,19.0,Male,Lap & Shoulder Used,Helmet Not Used,None,None,None,None,None,None,None,None,None,None,None,None
EC88886,No,Snohomish,Edmonds,1,2022,October,7,900,0,ONE,0,2,104 route increasing milepost direction,27.43,U1,Urban,E,Turning Left,Entering major roadway from the right,ANGLE IMPACTS_LEFT,SE,Moving Straight,Increasing milepost,POSSIBLE INJURY,,,At Intersection and Related,Dry,Daylight,,,0,Urban Multilane Undivided Non-Freeway,Edmonds,Non Limited Access Less Restrictive,4,0,,60,0,,0,,40,Asphalt,22000,N,Motor Vehicle Driver,73.0,Female,Lap & Shoulder Used,None,DRE Not Requested,Disregard Traffic Sign and Signals,None,"Vanette Under 10,000 lb",Making Left Turn,No Defects,None,None,None,None,Not Deployed,Not Ejected,Motor Vehicle Driver,18.0,Female,Lap & Shoulder Used,None,DRE Not Requested,None,None,"Vanette Under 10,000 lb",Going Straight Ahead,No Defects,None,None,None,None,Not Deployed,Not Ejected,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
EC88903,No,Lewis,Centralia,1,2022,October,7,400,0,ZERO,0,2,507 route increasing milepost direction,1.69,U2,Urban,N,Parked,Increasing milepost,SIDESWIPES_RIGHT,N,Moving Straight,Increasing milepost,NO APPARENT INJURY,,,Not at Intersection and Not Related,Dry,Dark-Street Lights On,,,0,Urban 2 Lane Roads,Centralia,Non Limited Access Least Restrictive,2,0,,44,0,,0,,25,Asphalt,5600,N,Motor Vehicle Driver,None,None,None,None,None,None,None,None,"Legally Parked, Unoccupied",None,None,None,None,None,None,None,Motor Vehicle Driver,None,None,Unknown,Other,None,Unknown Distraction,None,None,Going Straight Ahead,No Defects,None,None,None,None,Unknown,Not Ejected,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
EC88906,No,King,Renton,1,2022,October,7,1400,0,ONE,0,2,167 route increasing milepost direction,26.99,U1,Urban,N,Moving Straight,Increasing milepost,REAR END COLLISIONS,N,Stopped in Traffic - Legally Standing,Increasing milepost,MINOR INJURY,,,Not at Intersection and Not Related,Dry,Daylight,,,0,Urban Freeways,Renton,Limited Access Fully Controlled,6,18,JERSEY TYPE BARRIER,71,10,,0,,60,Asphalt,124000,Y,Motor Vehicle Driver,28.0,Male,Lap & Shoulder Used,None,None,Exceeding Reas. Safe Speed,None,None,Going Straight Ahead,No Defects,None,None,None,None,Not Deployed,Not Ejected,Motor Vehicle Driver,61.0,Male,Lap & Shoulder Used,None,None,None,None,None,Stopped for Traffic,No Defects,None,None,None,None,Not Deployed,Not Ejected,Motor Vehicle Passenger,60.0,Female,Lap & Shoulder Used,None,None,None,None,None,None,None,None,None,None,None,None,None
EC88908,No,Clallam,,1,2022,October,7,1800,0,ZERO,0,1,101 route increasing milepost direction,249.88,U1,Urban,E,Moving Straight,Increasing milepost,ANIMAL COLLISIONS,Unknown or Not Applicable,Unknown or Not Applicable,Unknown or Not Applicable,NO APPARENT INJURY,,,Not at Intersection and Not Related,Dry,Dusk,,,0,Urban Multilane Undivided Non-Freeway,,Non Limited Access Average Restriction,4,0,,49,0,,0,C,40,Asphalt,33000,N,Motor Vehicle Passenger,35.0,Female,Lap & Shoulder Used,None,None,None,None,"Vanette Under 10,000 lb",Going Straight Ahead,No Defects,None,None,None,None,None,None,Motor Vehicle Driver,37.0,Male,Lap & Shoulder Used,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
EC88929,No,Pierce,,1,2022,October,7,1600,0,ZERO,0,2,512 route increasing milepost direction,0.08,U2,Urban,S,Moving Straight,Increasing milepost,REAR END COLLISIONS,S,Turning Left,Increasing milepost,NO APPARENT INJURY,,,At Intersection and Related,Dry,Daylight,,,0,Other,,,2,0,,24,10,,0,,0,Asphalt,0,N,Motor Vehicle Driver,39.0,Female,Lap & Shoulder Used,None,None,Follow Too Closely,None,None,Going Straight Ahead,No Defects,None,None,None,None,Front Airbag Deployed,Not Ejected,Motor Vehicle Driver,43.0,Male,Lap & Shoulder Used,None,None,None,None,None,Making Left Turn,No Defects,None,None,None,None,Not Deployed,Not Ejected,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
EC88947,No,Pierce,Puyallup,1,2022,October,7,1500,0,ZERO,0,2,161 route increasing milepost direction,25.12,U1,Urban,N,Moving Straight,Increasing milepost,REAR END COLLISIONS,N,Stopped in Traffic - Legally Standing,Increasing milepost,NO APPARENT INJURY,,,Not at Intersection and Not Related,Dry,Daylight,,,0,Urban Multilane Undivided Non-Freeway,Puyallup,Non Limited Access Average Restriction,4,0,,48,0,,0,C,35,Asphalt,40000,N,Motor Vehicle Driver,27.0,Female,Lap & Shoulder Used,Helmet Not Used,None,Distracted by Adjusting Vehicle Cntrls,None,"Vanette Under 10,000 lb",Going Straight Ahead,No Defects,None,None,None,None,Not Deployed,Not Ejected,Motor Vehicle Driver,50.0,Male,Lap & Shoulder Used,Helmet Not Used,None,None,None,"Vanette Under 10,000 lb",Stopped for Traffic,No Defects,None,None,None,None,Not Airbag Equipped,Not Ejected,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
EC88948,No,Benton,Richland,1,2022,October,7,2000,0,ZERO,0,2,240 route increasing milepost direction,31.34,U1,Urban,S,Change Lanes to Left,Increasing milepost,SIDESWIPES_LEFT,S,Moving Straight,Increasing milepost,NO APPARENT INJURY,,,Not at Intersection and Not Related,Dry,Dark-Street Lights On,,,0,Urban Freeways,Richland,Limited Access Partially Controlled,6,16,UNPROTECTED,72,8,,0,,55,Asphalt,40000,Y,Motor Vehicle Driver,None,None,Unknown,Other,DRE Not Requested,Improper Passing,Follow Too Closely,None,Changing Lanes,No Defects,None,None,None,None,Not Deployed,Not Ejected,Motor Vehicle Driver,50.0,Female,Lap & Shoulder Used,None,DRE Not Requested,None,None,"Vanette Under 10,000 lb",Going Straight Ahead,No Defects,None,None,None,None,Not Deployed,Not Ejected,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
EC88954,No,Pierce,Tacoma,1,2022,October,7,2200,0,TWO,0,2,005 route increasing milepost direction,0.13,U1,Urban,SE,Moving Straight,Increasing milepost,REAR END COLLISIONS,SE,Moving Straight,Increasing milepost,MINOR INJURY,,,Not at Intersection and Not Related,Dry,Dark - Unknown Lightin,,Within WorkZone,0,Other,Tacoma,,3,0,,36,0,,0,,0,Asphalt,0,N,Motor Vehicle Driver,None,None,None,None,None,Operating Handheld Cell Phone,None,None,Going Straight Ahead,No Defects,None,None,None,None,None,None,Motor Vehicle Driver,42.0,Male,Lap & Shoulder Used,Helmet Not Used,None,None,None,"Vanette Under 10,000 lb",Slowing,No Defects,None,None,None,None,Not Deployed,Not Ejected,Motor Vehicle Passenger,40.0,Female,Lap & Shoulder Used,Helmet Not Used,None,None,None,None,None,None,None,None,None,None,None,None
