,MEDCAUSE,COUNTY,CITY,ACC_DATE,ACCYR,MONTH,WEEKDAY,TIME,TOT_KILL,TOT_INJ,NO_PEDS,NUMVEHS,ROUTE_ID,MILEPOST,ST_FUNC,RUR_URB,V1CMPDIR,V1EVENT1,V1DIRCDE,ACCTYPE,V2CMPDIR,V2EVENT1,V2DIRCDE,SEVERITY,OBJECT1,OBJECT2,LOC_TYPE,RDSURF,LIGHT,LOC_CHAR,WKZONE,ALCFLAG,RODWYCLS,CITY_NAME,ACCESS_CONTROL,LANE_COUNT,MEDIAN_WIDTH,MEDIAN_BARRIER,ROAD_WIDTH,RIGHT_SHOULDER_WIDTH,LEFT_SHOULDER_SURFACE,LEFT_SHOULDER_WIDTH,SPECIAL_USE_LANE_ROAD_SIDE,SPEED_LIMIT,LANE_SURFACE_TYPE,TOTAL_AADT,DIVIDED_INDICATOR,SEATPOS_0,AGE_0,SEX_0,REST1_0,HELMET_0,DRASSESS_1,CONTRIB1_1,CONTRIB2_1,VEH_USE_1,DRV_ACTN_1,VEHCOND1_1,VEHCOND2_1,VEHCOND3_1,INTER_A_1,CMAXLES_1,DRAIRBAG_1,DRV_EJCT_1,SEATPOS_1,AGE_1,SEX_1,REST1_1,HELMET_1,DRASSESS_2,CONTRIB1_2,CONTRIB2_2,VEH_USE_2,DRV_ACTN_2,VEHCOND1_2,VEHCOND2_2,VEHCOND3_2,INTER_A_2,CMAXLES_2,DRAIRBAG_2,DRV_EJCT_2,SEATPOS_2,AGE_2,SEX_2,REST1_2,HELMET_2,DRASSESS_3,CONTRIB1_3,CONTRIB2_3,VEH_USE_3,DRV_ACTN_3,VEHCOND1_3,VEHCOND2_3,VEHCOND3_3,INTER_A_3,CMAXLES_3,DRAIRBAG_3,DRV_EJCT_3
3899034,No,Clallam,Port Angeles,18,2022,August,5,1700,0,ZERO,0,2,101 route increasing milepost direction,1.42,U1,Urban,NW,Moving Straight,Increasing milepost,REAR END COLLISIONS,NW,Stopped in Traffic - Legally Standing,Increasing milepost,NO APPARENT INJURY,,,Not at Intersection and Not Related,Dry,Daylight,,,0,Urban 2 Lane Roads,Port Angeles,Non Limited Access Less Restrictive,2,0,,40,0,,0,,35,Asphalt,12000,N,Motor Vehicle Driver,24.0,Female,Lap & Shoulder Used,None,None,Operating Defective Equipment,None,None,Going Straight Ahead,Defective Brakes,None,None,None,None,Not Deployed,Not Ejected,Motor Vehicle Passenger,None,Male,Child Restraint Forward Facing,None,None,None,None,"Vanette Under 10,000 lb",Stopped for Traffic,No Defects,None,None,None,None,Not Deployed,Not Ejected,Motor Vehicle Passenger,5.0,Male,Lap & Shoulder Used,None,None,None,None,None,None,None,None,None,None,None,None,None
3899078,No,Clallam,Port Angeles,4,2022,August,5,1400,0,ZERO,0,2,101 route increasing milepost direction,248.09,U1,Urban,SW,Change Lanes to Left,Entering major roadway from the left,SIDESWIPES_RIGHT,SW,Moving Straight,Entering major roadway from the left,NO APPARENT INJURY,,,At Intersection and Related,Dry,Daylight,,,0,Urban 2 Lane Roads,Port Angeles,Non Limited Access Less Restrictive,2,0,,52,0,,0,,35,Asphalt,16000,N,Motor Vehicle Driver,67.0,Female,Lap & Shoulder Used,None,None,None,None,None,Changing Lanes,No Defects,None,None,None,None,Not Deployed,Not Ejected,Motor Vehicle Driver,29.0,Male,Lap & Shoulder Used,None,None,None,None,"Vanette Under 10,000 lb",Going Straight Ahead,No Defects,None,None,None,None,Not Deployed,Not Ejected,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
3899162,No,Clallam,Port Angeles,26,2022,August,6,1700,0,ZERO,0,2,101 route increasing milepost direction,246.97,U1,Urban,SW,Moving Straight,Decreasing milepost,REAR END COLLISIONS,SW,Stopped in Traffic - Legally Standing,Decreasing milepost,NO APPARENT INJURY,,,At Intersection and Related,Dry,Daylight,,,0,Urban 2 Lane Roads,Port Angeles,Non Limited Access Less Restrictive,2,0,,38,0,,0,C,25,Asphalt,7800,N,Motor Vehicle Driver,31.0,Female,Lap & Shoulder Used,None,DRE Not Requested,Follow Too Closely,None,"Vanette Under 10,000 lb",Going Straight Ahead,No Defects,None,None,None,None,Not Deployed,Not Ejected,Motor Vehicle Driver,53.0,Male,Lap & Shoulder Used,None,DRE Not Requested,None,None,None,Stopped for Traffic,No Defects,None,None,None,None,Not Deployed,Not Ejected,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
3899165,No,Clallam,Port Angeles,25,2022,August,5,1500,0,ONE,0,2,101 route increasing milepost direction,0.91,U1,Urban,NE,Moving Straight,Entering major roadway from the left,FRONT END COLLISIONS,NW,Moving Straight,Increasing milepost,MINOR INJURY,,,At Intersection and Related,Dry,Daylight,,,0,Urban 2 Lane Roads,Port Angeles,Non Limited Access Less Restrictive,2,0,,40,0,,0,,35,Asphalt,15000,N,Motor Vehicle Driver,31.0,Female,Lap & Shoulder Used,None,None,Disregard Traffic Sign and Signals,Distracted by Other Occupant,"Vanette Under 10,000 lb",Going Straight Ahead,No Defects,None,None,None,None,Not Deployed,Not Ejected,Motor Vehicle Passenger,29.0,Male,Lap & Shoulder Used,None,None,None,None,None,Starting From Parked Position,No Defects,None,None,None,None,Not Deployed,Not Ejected,Motor Vehicle Driver,65.0,Male,Lap & Shoulder Used,None,None,None,None,None,None,None,None,None,None,None,None,None
3899909,No,King,Seattle,1,2022,August,2,1700,0,MORE THAN FOUR,0,2,519 route increasing milepost direction,0.65,U1,Urban,S,Turning Left,Entering major roadway from the right,FRONT END COLLISIONS,N,Moving Straight,Increasing milepost,MINOR INJURY,,,At Intersection and Related,Dry,Daylight,,,0,Urban Multilane Undivided Non-Freeway,Seattle,Non Limited Access Least Restrictive,4,0,,61,0,,0,,30,Asphalt,31000,N,Motor Vehicle Passenger,7.0,Female,Unknown,None,None,None,None,None,Going Straight Ahead,No Defects,None,None,None,None,None,None,Motor Vehicle Driver,26.0,Female,Lap & Shoulder Used,None,None,None,None,None,Making Left Turn,No Defects,None,None,None,None,None,None,Motor Vehicle Passenger,3.0,Female,Unknown,None,None,None,None,None,None,None,None,None,None,None,None,None
3899952,No,King,Seattle,22,2022,August,2,100,0,ZERO,0,1,005 route increasing milepost direction,0.35000000000000003,U5,Urban,S,Moving Straight,Increasing milepost,SINGLE VEHICLE WITH OBJECT,Unknown or Not Applicable,Unknown or Not Applicable,Unknown or Not Applicable,NO APPARENT INJURY,Concrete Barrier/Jersey Barrier - Face,Concrete Barrier/Jersey Barrier - Face,Not at Intersection and Not Related,Dry,Dark-Street Lights On,,,1,Urban Freeways Less than 4 Lanes,Seattle,,2,0,,24,5,Asphalt,4,,0,Asphalt,0,N,Motor Vehicle Passenger,21.0,Male,Shoulder Belt Used,None,None,None,None,None,Going Straight Ahead,No Defects,None,None,None,None,None,None,Motor Vehicle Driver,20.0,Male,Unknown,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
3901918,No,King,Seattle,6,2022,August,7,1100,0,ZERO,0,1,509 route increasing milepost direction,34.38,U1,Urban,NW,Moving Straight,Increasing milepost,SINGLE VEHICLE WITH OBJECT,Unknown or Not Applicable,Unknown or Not Applicable,Unknown or Not Applicable,NO APPARENT INJURY,Guardrail - Face,,Not at Intersection and Not Related,Dry,Daylight,,,0,Urban Freeways,Seattle,Limited Access Fully Controlled,5,16,GUARD RAIL,60,10,,0,,60,Asphalt,40000,Y,Motor Vehicle Driver,None,None,None,None,None,Unknown Distraction,None,"Vanette Under 10,000 lb",Other*,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
3912124,No,King,Seattle,26,2022,August,6,600,0,ZERO,0,2,005 route increasing milepost direction,0.51,U1,Urban,NW,Moving Straight,Increasing milepost,ANGLE IMPACTS_LEFT,W,Moving Straight,Entering major roadway from the right,NO APPARENT INJURY,,,At Intersection and Related,Dry,Daylight,,,0,Other,Seattle,,2,0,,30,0,,0,R,0,Asphalt,0,N,Motor Vehicle Driver,57.0,Male,Lap & Shoulder Used,None,DRE Not Requested,Unknown Distraction,None,"Vanette Under 10,000 lb",Going Straight Ahead,No Defects,None,None,None,None,Not Deployed,Not Ejected,Motor Vehicle Driver,56.0,Male,Lap & Shoulder Used,None,DRE Not Requested,Unknown Distraction,None,"Vanette Under 10,000 lb",Going Straight Ahead,No Defects,None,None,None,None,Not Deployed,Not Ejected,Motor Vehicle Passenger,25.0,Female,Lap & Shoulder Used,None,None,None,None,None,None,None,None,None,None,None,None,None
EC69707,No,Whatcom,,1,2022,August,2,600,0,ZERO,0,2,548 route increasing milepost direction,1.18,R3,Rural,W,Moving Straight,Increasing milepost,REAR END COLLISIONS,W,Stopped in Traffic - Legally Standing,Increasing milepost,NO APPARENT INJURY,,,Not at Intersection and Not Related,Dry,Daylight,,,0,Rural 2 Lane Roads,,Non Limited Access More Than Average Restriction,2,0,,22,8,,0,,50,Bituminous,5500,N,Motor Vehicle Driver,25.0,Female,Lap & Shoulder Used,None,DRE Not Requested,Distractions Outside Vehicle,None,None,Going Straight Ahead,No Defects,None,None,None,None,Not Deployed,Not Ejected,Motor Vehicle Driver,25.0,Male,Lap & Shoulder Used,None,DRE Not Requested,None,None,Refuse/Recycle Truck,Stopped in Roadway,No Defects,None,None,Interstate,2.0,Not Deployed,Not Ejected,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
EC69767,No,King,Kirkland,1,2022,August,2,1000,0,ZERO,0,2,405 route increasing milepost direction,0.02,U1,Urban,S,Turning Left,Entering major roadway from the left,SIDESWIPES_RIGHT,S,Turning Left,Entering major roadway from the left,NO APPARENT INJURY,,,At Intersection and Related,Dry,Daylight,,,0,Other,Kirkland,,4,0,,76,8,,0,,0,Asphalt,0,N,Motor Vehicle Driver,20.0,Male,Lap & Shoulder Used,None,None,Improper Turn/Merge,None,Dump Truck,Making Left Turn,No Defects,None,None,Interstate,6.0,Not Deployed,Not Ejected,Motor Vehicle Driver,22.0,Female,Lap & Shoulder Used,None,None,None,None,"Vanette Under 10,000 lb",Making Left Turn,No Defects,None,None,None,None,Not Deployed,Not Ejected,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
EC69804,No,Snohomish,,1,2022,August,2,1000,0,ZERO,0,1,530 route increasing milepost direction,8.85,R2,Rural,SW,Moving Straight,Decreasing milepost,OTHER,Unknown or Not Applicable,Unknown or Not Applicable,Unknown or Not Applicable,NO APPARENT INJURY,,,Not at Intersection and Not Related,Dry,Daylight,,Within WorkZone,0,Rural 2 Lane Roads,,Non Limited Access More Than Average Restriction,2,0,,22,8,,0,,55,Bituminous,5900,N,Motor Vehicle Driver,32.0,Female,Lap & Shoulder Used,None,DRE Not Requested,Operating Defective Equipment,None,None,Going Straight Ahead,Power Failure,None,None,None,None,Not Deployed,Not Ejected,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
EC69809,No,Yakima,Selah,1,2022,August,2,1000,0,ZERO,0,2,823 route increasing milepost direction,3.09,U2,Urban,NW,Turning Left,Entering major roadway from the right,ANGLE IMPACTS_RIGHT,NE,Moving Straight,Increasing milepost,NO APPARENT INJURY,,,At Driveway,Dry,Daylight,,,0,Urban Multilane Undivided Non-Freeway,Selah,Non Limited Access Least Restrictive,4,0,,60,0,,0,,35,Asphalt,14000,N,Motor Vehicle Driver,33.0,Female,Lap & Shoulder Used,Helmet Not Used,DRE Not Requested,Improper Turn/Merge,None,"Vanette Under 10,000 lb",Making Left Turn,No Defects,None,None,None,None,Not Deployed,Not Ejected,Motor Vehicle Driver,45.0,Female,Lap & Shoulder Used,Helmet Not Used,DRE Not Requested,None,None,None,Going Straight Ahead,No Defects,None,None,None,None,Not Deployed,Not Ejected,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
EC69821,No,King,Kent,1,2022,August,2,1200,0,ONE,0,1,516 route increasing milepost direction,9.58,U1,Urban,N,Turning Right,Entering major roadway from the right,PEDALCYCLIST COLLISIONS,W,Moving Straight,Unknown or Not Applicable,POSSIBLE INJURY,,,At Driveway,Dry,Daylight,,,0,Urban Multilane Undivided Non-Freeway,Kent,Non Limited Access Average Restriction,4,0,,57,0,,0,,45,Asphalt,32000,N,Motor Vehicle Driver,52.0,Male,Shoulder Belt Used,None,None,None,None,None,Merging (Entering Traffic),No Defects,None,None,None,None,Not Deployed,Not Ejected,Pedestrian cyclist Driver,40.0,Male,None,Helmet Not Used,None,Did Not Grant R/W to Non Motorist,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
EC69911,No,Spokane,Spokane,1,2022,August,2,1600,0,TWO,0,2,291 route increasing milepost direction,1.77,U1,Urban,E,Moving Straight,Decreasing milepost,REAR END COLLISIONS,E,Stopped in Traffic - Legally Standing,Decreasing milepost,MINOR INJURY,,,At Intersection and Related,Dry,Daylight,,,0,Urban Multilane Undivided Non-Freeway,Spokane,Non Limited Access Least Restrictive,4,0,,57,0,,0,,35,Asphalt,28000,N,Motor Vehicle Passenger,19.0,Female,Lap & Shoulder Used,None,None,None,None,None,Going Straight Ahead,No Defects,None,None,None,None,None,None,Motor Vehicle Driver,32.0,Female,Lap & Shoulder Used,None,DRE Not Requested,None,None,"Vanette Under 10,000 lb",Stopped for Traffic,No Defects,None,None,None,None,Not Deployed,Not Ejected,Motor Vehicle Driver,23.0,Male,Lap & Shoulder Used,None,None,None,None,None,None,None,None,None,None,None,None,None
EC69925,No,Snohomish,,1,2022,August,2,2100,0,ZERO,0,1,005 route increasing milepost direction,0.22,R5,Rural,S,Illegally Parked in Road or Stopped in Roadway,Increasing milepost,OTHER,Unknown or Not Applicable,Unknown or Not Applicable,Unknown or Not Applicable,NO APPARENT INJURY,,,Not at Intersection and Not Related,Dry,Dark-Street Lights On,,,0,Rural Freeways Less than 4 Lanes,,,1,0,,14,8,Asphalt,5,,0,Asphalt,0,N,Motor Vehicle Driver,53.0,Male,Lap & Shoulder Used,None,DRE Not Requested,Operating Defective Equipment,None,None,Stopped in Roadway,Other Defects,None,None,Intrastate,3.0,Not Airbag Equipped,Not Ejected,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
EC69938,No,Pierce,Tacoma,1,2022,August,2,1300,0,TWO,0,4,163 route increasing milepost direction,0.24,U1,Urban,S,Moving Straight,Decreasing milepost,REAR END COLLISIONS,S,Stopped in Traffic - Legally Standing,Decreasing milepost,POSSIBLE INJURY,,,Intersection Related but Not at Intersection,Dry,Daylight,,,0,Urban Multilane Undivided Non-Freeway,Tacoma,Non Limited Access Less Restrictive,4,0,,60,0,,0,C,35,Asphalt,24000,N,Motor Vehicle Driver,24.0,Female,Lap & Shoulder Used,None,None,Distractions Outside Vehicle,None,"Vanette Under 10,000 lb",Going Straight Ahead,No Defects,None,None,None,None,Not Deployed,Not Ejected,Motor Vehicle Driver,16.0,Male,Lap & Shoulder Used,None,None,None,None,None,Stopped for Traffic,No Defects,None,None,None,None,Not Deployed,Not Ejected,Motor Vehicle Driver,24.0,Male,Lap & Shoulder Used,None,None,None,None,"Vanette Under 10,000 lb",Stopped for Traffic,No Defects,None,None,None,None,Not Deployed,Not Ejected
EC70026,No,Skagit,Mount Vernon,1,2022,August,2,1400,0,ZERO,0,2,005 route increasing milepost direction,0.29,U5,Urban,NE,Turning Right,Increasing milepost,REAR END COLLISIONS,NE,Stopped in Traffic - Legally Standing,Increasing milepost,NO APPARENT INJURY,,,At Intersection and Related,Dry,Daylight,,,0,Urban Freeways Less than 4 Lanes,Mount Vernon,,1,0,,12,8,Asphalt,4,,0,Asphalt,0,N,Motor Vehicle Driver,51.0,Male,Lap & Shoulder Used,None,None,Follow Too Closely,None,None,Making Right Turn,No Defects,None,None,None,None,Not Deployed,Not Ejected,Motor Vehicle Driver,28.0,Female,Lap & Shoulder Used,None,None,None,None,None,Stopped for Traffic,No Defects,None,None,None,None,Not Deployed,Not Ejected,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
EC70039,No,Pierce,Puyallup,1,2022,August,2,2200,0,ONE,0,2,161 route increasing milepost direction,25.64,U1,Urban,SW,Moving Straight,Entering major roadway from the right,ANGLE IMPACTS_LEFT,SE,Moving Straight,Decreasing milepost,SERIOUS INJURY,,,At Intersection and Related,Dry,Dark-Street Lights On,,,0,Urban Multilane Divided Non-Freeway,Puyallup,Limited Access Partially Controlled,4,11,UNPROTECTED,44,6,,0,,35,Asphalt,42000,Y,Motor Vehicle Passenger,19.0,Female,Unknown,Other,None,None,None,None,Going Straight Ahead,No Defects,None,None,None,None,None,None,Motor Vehicle Driver,22.0,Male,Unknown,Other,None,None,None,"Vanette Under 10,000 lb",Going Straight Ahead,No Defects,None,None,None,None,None,None,Motor Vehicle Passenger,25.0,Female,Lap & Shoulder Used,Other,None,None,None,None,None,None,None,None,None,None,None,None
